uuid,kr_flag,kr_evidence,kr_confidence,tacit_knowledge,TK_normalized,TK_confidence,DT_flag,DT_evidence,DT_confidence,Digital_Technologies,DT_normalized,article_type,article_type_evidence,article_type_confidence,kr_DT_evidence,ic_label
e16d143f-3d32-4511-be5f-ae6427cb1059,No,"The study focuses on how AI-aided smart learning paths and dynamic assessments enhance learning efficiency by improving knowledge acquisition, optimizing task completion time, and increasing student engagement, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environment.",medium,None identified,None identified,None identified,Yes,"The study explores how AI-aided smart learning paths and dynamic assessments enhance learning efficiency, indicating the use of AI technology.",high,AI-based learning system,Artificial Intelligence and Intelligent Computation,Empirical Study,"A six-week quasi-experimental study was conducted with 200 students, divided into an experimental group using an AI-based learning system and a control group following traditional methods. Pre- and post-tests and engagement analyses were used to evaluate outcomes.",high,Undisposed,False
e16fb108-5cef-4ce7-b3b3-75e7e8e7db53,Yes,"A technology-based learning process in an augmented reality learning environment, notoriously able to improve spatial abilities and increase user engagement with the material learned as well as knowledge retention, has revolutionary potential in education.",medium,None identified,None identified,None identified,Yes,"A technology-based learning process in an augmented reality learning environment, notoriously able to improve spatial abilities and increase user engagement with the material learned as well as knowledge retention, has revolutionary potential in education.",high,augmented reality learning environment,Human–Computer Interaction and Immersive Technologies,Empirical Study,Pre- and post-tests among 30 respondents have shown significant improvements in the experimental group using the AR application over the control group using traditional means of spatial ability training.,high,Undisposed,True
e1c62f17-2b19-4110-8369-f538889488c7,No,"The study performs a theoretical investigation on integrating human- and machine contributions for organisational knowledge creation, but does not discuss capturing or retaining knowledge from individuals or organizations.",medium,None identified,None identified,None identified,No,The abstract discusses a theoretical investigation and does not mention the use of digital technologies to capture or retain knowledge.,medium,None identified,None identified,Conceptual Framework,"This study performs a theoretical investigation on integrating human- and machine contributions for organisational knowledge creation. A Design Science Research (DSR) approach is followed to design, develop and propose the conceptual SECI-Machine Partnership (SECI-MaP) model.",high,Undisposed,False
e1d2c684-2368-411b-8647-b059a7fd7f35,Yes,"The study analyzes the impact of interactive technologies on the motivation and engagement of university students in online courses, revealing a significant increase in student motivation and knowledge retention with the use of these tools.",high,None identified,None identified,high,Yes,The results reveal a significant increase in student motivation and knowledge retention with the use of interactive technologies such as augmented reality.,high,interactive technologies; augmented reality,Human–Computer Interaction and Immersive Technologies,Empirical Study,"Through a systematic literature review and a comparative analysis of existing technologies, 64 articles published between 2020 and 2024 were examined.",high,Undisposed,True
e1d5ba97-6529-4483-9a02-ef7b5999f770,Yes,An AR application integrated with the learning process can help students to learn more about solar energy conversion using interactive visualizations. The understanding and involvement show better knowledge retention amongst students implementing application than among traditional teaching methodologies.,high,Understanding and involvement in solar energy conversion through interactive visualizations,Somatic Tacit Knowledge,medium,Yes,This research work describes the development and evaluation of a marker-based augmented reality (AR) applications that can be used to teach students how solar cells work.,high,augmented reality (AR),Human–Computer Interaction and Immersive Technologies,Empirical Study,The results demonstrate that AR technology has significant potential to serve as a transforming educational tool through which more complex scientific knowledge might become accessible in an interactive way.,high,Undisposed,True
e1f226cb-e0ba-4be1-87b9-c0a3c41bb2dd,No,The abstract discusses the development of an AIoT practical course using agile teaching methodology but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,medium,None identified,None identified,None identified,Yes,"The abstract mentions the use of AI-powered assistance for both teaching and learning, and project designs developed based on open-source large models such as DeepSeek.",high,AI-powered assistance; open-source large models such as DeepSeek,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Conceptual Framework,"Based on the CDIO (Conceive-Design-Implement-Operate) framework, this paper presents the development of an AIoT (Artificial Intelligence and Internet of Things) practical course tailored for undergraduate education.",medium,Undisposed,False
e21023f3-cbbb-443d-a9c9-009f16b860a0,Yes,"This study explores the impact of a vocational training program aimed at enhancing the digital health literacy of Village Health Volunteers (VHVs) in rural Thailand. The program, conducted at Lamphun Hospital, focused on three key areas: digital transformation in healthcare, IoT applications, and AI tools for healthcare.",high,digital health literacy,Somatic Tacit Knowledge,medium,Yes,"The program, conducted at Lamphun Hospital, focused on three key areas: digital transformation in healthcare, IoT applications, and AI tools for healthcare. Results showed significant improvements in understanding IoT and AI, with participants demonstrating enhanced confidence in using wearable devices and AI tools.",high,IoT applications; AI tools; wearable devices,"Cyber-Physical Systems, IoT, and Smart Environments; Artificial Intelligence and Intelligent Computation",Empirical Study,A total of 26 participants who completed the training were assessed using pre- and post-tests to measure knowledge acquisition.,high,Undisposed,True
e2291493-94eb-4114-ae0f-d6da7c214195,No,"The study focuses on the impact of AIGC on teaching realistic human movement simulation in film and television education, evaluating learning outcomes, technical accuracy, and user experience, but does not discuss capturing or retaining knowledge from individuals or organizations.",medium,None identified,None identified,None identified,No,"The abstract does not discuss capturing or retaining knowledge, but rather the use of AIGC for teaching realistic human movement simulation.",medium,None identified,None identified,Empirical Study,"Through a 12-week randomized controlled study involving 46 students from three leading Chinese film academies, we examined the effectiveness of AIGC-based motion simulation systems compared to traditional teaching methods.",high,Undisposed,False
e23ce62e-8121-4c09-a2e6-84385ed90ea3,No,"The abstract focuses on theoretical approaches for implementing a web-based learning environment for knowledge-oriented information exchange, not on capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,No,The abstract discusses the use of social software communication tools for knowledge-oriented information exchange but does not mention capturing or retaining knowledge.,high,None identified,None identified,Conceptual Framework,The study considers theoretical approaches for the implementation of a web-based learning environment and network surroundings.,high,Undisposed,False
e23ed579-d51e-4ffc-b7d1-2846fdebf7cb,Yes,"This study focuses on the use of virtual site visits in construction and experiencing virtual hands-on training using immersive videos. The use of immersive videos gave students who would not have the ability to experience a physical site visit, the opportunity to experience the construction site environment and receive educational direction during a pre-recorded, hands-on, immersive video project.",medium,valuable knowledge and more engaging learning experiences,Somatic Tacit Knowledge,medium,Yes,"This study focuses on the use of virtual site visits in construction and experiencing virtual hands-on training using immersive videos. Three types of video formats were used as the main content delivery methods in this pilot study namely, 2D flat, 360-degree, and 180-degree 3D videos.",high,immersive videos; 2D flat videos; 360-degree videos; 180-degree 3D videos,Human–Computer Interaction and Immersive Technologies,Empirical Study,"This method was adopted and tested in two courses that were previously face-to-face, which were then shifted to an online format due to the COVID-19 pandemic. A costume set of questionnaires was designed to retrieve students' feedback on their experience which includes a comparison of different content delivery methods and four other study measures: knowledge retention, sense of presence, user experience, and overall satisfaction.",high,Undisposed,True
e25fddac-0657-4452-a08a-e08e6db51f2b,Yes,"This paper constructs a deep knowledge tracking model to predict students’ mastery of knowledge points. According to students’ knowledge acquisition, the use of generative AI is further proposed to optimize the corresponding teaching strategies.",high,students’ mastery of knowledge points,None identified,low,Yes,"Based on the sequential data of students’ learning process, this paper constructs a deep knowledge tracking model to predict students’ mastery of knowledge points. According to students’ knowledge acquisition, the use of generative AI is further proposed to optimize the corresponding teaching strategies.",high,deep knowledge tracking model; generative AI,Artificial Intelligence and Intelligent Computation,Empirical Study,"The advancement of educational technology and the need for diverse development of students have jointly promoted personalized learning to become the core concern of the current education field. However, how to track students’ mastery of knowledge in real time and optimize teaching strategies have become the key links of personalized learning. Based on the sequential data of students’ learning process, this paper constructs a deep knowledge tracking model to predict students’ mastery of knowledge points.",medium,Undisposed,True
e27d4a88-45e9-4cb6-9fb0-105f9b423bb2,No,"The paper proposes the Force Mixture Broad Learning System (FM-BLS) for static decoupling of six-axis F/M sensors. The focus is on improving decoupling accuracy and robustness through a new algorithm, not on capturing or retaining knowledge.",high,None identified,None identified,None identified,No,"The paper discusses the Force Mixture Broad Learning System (FM-BLS) for static decoupling of six-axis F/M sensors, but does not mention using digital technologies to capture or retain knowledge.",high,None identified,None identified,Empirical Study,Experimental results demonstrate that the proposed algorithm exhibits significant advantages in terms of decoupling accuracy and robustness.,high,Undisposed,False
e296834f-d407-451c-bdfe-80ea6454876c,Yes,"This study aims to address this gap by comparing gamified and non-gamified virtual museum designs to evaluate their effects on hedonic and eudaimonic experiences, knowledge acquisition, and behavioral engagement.",high,knowledge acquisition,None identified,low,Yes,"Virtual museums powered by virtual reality (VR) technology serve as innovative platforms for cultural preservation and education, combining accessibility with immersive user experiences. This study aims to address this gap by comparing gamified and non-gamified virtual museum designs to evaluate their effects on hedonic and eudaimonic experiences, knowledge acquisition, and behavioral engagement.",high,virtual reality (VR) technology,Human–Computer Interaction and Immersive Technologies,Empirical Study,"Using a quasi-experimental approach with 70 participants, the findings indicate that gamification significantly enhances hedonic experiences, including enjoyment, engagement, and satisfaction, while fostering prolonged interaction and deeper exploration.",high,Undisposed,True
e2b4575c-3de3-4bef-8fb9-e710d4a599d2,No,"This systematic review aims to evaluate the effectiveness of serious games in anatomy education and identify gaps in literature. The results showed that the key learning domains assessed were knowledge acquisition, engagement, perception, and skills development. Most studies reported positive outcomes in terms of students' performance and satisfaction.",medium,None identified,None identified,None identified,Yes,"Among these, serious games have emerged as a promising tool demonstrating effectiveness in achieving various learning outcomes.",medium,serious games,Human–Computer Interaction and Immersive Technologies,Literature review,"This systematic review aims to evaluate the effectiveness of serious games in anatomy education and identify gaps in literature. Following PRISMA guidelines, a comprehensive search of databases including PubMed, Scopus, and Google Scholar was performed.",high,Undisposed,False
e2d6479a-e913-428e-b5e4-a57d9b8f58c4,No,"The article explores the potential of AR/VR in education, focusing on their use in experiential and personalized learning, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The article discusses the use of Augmented Reality (AR) and Virtual Reality (VR) technologies in education to provide immersive, interactive, and engaging learning experiences.",high,Augmented Reality (AR); Virtual Reality (VR),Human–Computer Interaction and Immersive Technologies,Conceptual Framework,"The article explores the disruptive potential of AR/VR in education with specific reference to their use in experiential and personalized learning. It emphasizes the need for collaboration between industry and academia in innovation, educational content development and expansion of access to these technologies.",medium,Undisposed,False
e2e385bc-1557-4aaa-b940-9ed8774e093f,Yes,"The generation of text knowledge summary can improve the efficiency of user knowledge acquisition and knowledge reuse rate, and realize knowledge integration and orderly organization.",high,None identified,None identified,None identified,Yes,This paper integrates automatic text summarization technology into knowledge service.,high,automatic text summarization technology,Artificial Intelligence and Intelligent Computation,Conceptual Framework,"This paper integrates automatic text summarization technology into knowledge service. Firstly, a knowledge summary generation method based on improved TextRank algorithm is proposed. Then, the knowledge integration service elements based on automatic text summarization are defined. Finally, a knowledge integration service model based on automatic text summarization is constructed.",high,Undisposed,False
e2ecc3d2-b594-4018-bcdb-d4f932aeaf70,Yes,The abstract discusses effective knowledge sharing across generational divides and the cultivation of soft skills to facilitate knowledge transfers within space organizations.,high,senior professionals’ tacit and explicit knowledge,Collective Tacit Knowledge,high,Yes,The abstract mentions adapting technologies such as Artificial Intelligence (AI) to enhance the capture and dissemination of tacit and explicit knowledge.,high,Artificial Intelligence (AI),Artificial Intelligence and Intelligent Computation,Conceptual Framework,"The abstract provides recommendations on how knowledge management can be improved within space organizations, indicating the development of a new framework.",high,Undisposed,False
e327f913-0d8f-4869-a5bb-5d81bd34683c,Yes,"The research investigates the impact of information and communication technology (ICT) adoption and use on knowledge acquisition, organizational performance, and corporate entrepreneurship among tourism SMEs.",high,knowledge acquisition,Collective Tacit Knowledge,medium,Yes,"The research employs a quantitative, correlational design with a probabilistic sample of 110 firms, applying partial least squares structural equation modeling (PLS-SEM) to evaluate the proposed hypotheses.",high,information and communication technology (ICT),"Data, Information, and Knowledge Systems",Empirical Study,"The research employs a quantitative, correlational design with a probabilistic sample of 110 firms, applying partial least squares structural equation modeling (PLS-SEM) to evaluate the proposed hypotheses.",high,Undisposed,True
e338ab6d-2d33-4854-b730-010f0e17664d,No,"The paper explores the impact of ChatGPT on collaborative learning in higher education institutions, but does not discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,ChatGPT's capabilities in facilitating dynamic and interactive learning experiences have revolutionized traditional pedagogical approaches.,high,ChatGPT,Artificial Intelligence and Intelligent Computation,Literature review,"This short review paper provides a succinct analysis of the impact and implications of ChatGPT in the higher education landscape. We explore its role in fostering interactive and personalized learning experiences, enhancing student engagement, and reshaping pedagogical approaches.",medium,Undisposed,False
e354b4ec-2708-4079-a467-30aaf4511ad2,No,"This paper, grounded in Activity Theory, presents a deep learning activity model enhanced by generative AI technology. A quasi-experimental study was conducted over a semester, using the Modern Educational Technology and Informatization Practice course as a case study to validate the model's effectiveness.",medium,None identified,None identified,None identified,Yes,"Generative artificial intelligence (AI), through its support for efficient feedback and personalized learning, offers a new technological approach to fostering deep learning.",high,Generative artificial intelligence (AI),Artificial Intelligence and Intelligent Computation,Empirical Study,"A quasi-experimental study was conducted over a semester, using the Modern Educational Technology and Informatization Practice course as a case study to validate the model's effectiveness.",high,Undisposed,False
e3e1e7f8-3f77-4142-8d6d-83ea3ffe4634,Yes,"We conducted a study involving 20 participants, using smartphones or augmented reality glasses for pedestrian navigation. We studied the effects of these systems on landmark memorisation and spatial knowledge acquisition over a period of time.",high,landmark memorisation and spatial knowledge acquisition,Somatic Tacit Knowledge,medium,Yes,"we investigate how different interaction technologies, namely smartphones and augmented reality (AR) glasses, can affect the acquisition of spatial knowledge when used to support landmark-based pedestrian navigation.",high,smartphones; augmented reality (AR) glasses,"Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",Empirical Study,"We conducted a study involving 20 participants, using smartphones or augmented reality glasses for pedestrian navigation. We studied the effects of these systems on landmark memorisation and spatial knowledge acquisition over a period of time.",high,Undisposed,True
e4062e31-6808-4cf0-9bb8-20375146fdd8,Yes,"The importance of immersion for knowledge-based learning is unclear. Hence, this pilot study compares two virtual simulators to determine the impact of immersion on knowledge acquisition and retention and user experience.",medium,None identified,None identified,None identified,Yes,This pilot study compares two virtual simulators to determine the impact of immersion on knowledge acquisition and retention and user experience.,high,two-dimensional and three-dimensional virtual simulation,Human–Computer Interaction and Immersive Technologies,Empirical Study,"This randomized crossover trial consisted of 25 fifth-year medical students attending two consecutive teaching sessions using two-dimensional and three-dimensional virtual simulation, respectively.",high,Undisposed,True
e42ccffc-adf6-4c8c-91f4-673c09680ec0,No,"This study explores the use of 360° Virtual Reality (VR) technology to enhance semiconductor training, focusing on cleanroom procedures, equipment handling, and safety protocols.",medium,None identified,None identified,None identified,Yes,"By immersing trainees in realistic, interactive environments, 360° VR offers an accessible and scalable alternative to traditional hands-on training.",high,360° Virtual Reality (VR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"The project investigates the effectiveness of VR experiences in improving knowledge retention, procedural accuracy, and learner engagement, and identifies opportunities and limitations for integrating 360° VR into semiconductor workforce development programs.",high,Undisposed,False
e439b1d2-a3ce-4545-a723-50d735ad9469,Yes,"Incumbent firms use corporate venture capital (CVC) as an interorganizational learning mechanism to get access to new technologies or to study and enter foreign markets. When companies adapt their product portfolios or expand their business activities geographically, strategic change takes place. Building on learning theory, we examine the impact of CVC activity on product portfolio change and geographic change using a sample of 1,458 CVC units and 6,751 transactions. Our study empirically shows that technology-related CVC investments lead to subsequent product portfolio adjustments, while investments in foreign start-ups drive geographic change.",high,Knowledge about new technologies; Knowledge about foreign markets,Relational Tacit Knowledge,medium,No,The abstract does not mention the use of digital technologies to capture or retain the tacit knowledge.,high,None identified,None identified,Empirical Study,"Our study empirically shows that technology-related CVC investments lead to subsequent product portfolio adjustments, while investments in foreign start-ups drive geographic change. Our paper also finds that these positive change effects diminish with increasing industry and cultural distance, as higher investment uncertainty and risk arise from identifying (excessively) heterogeneous knowledge.",high,Undisposed,False
e480e359-cee0-40a0-8771-2a2e9d1afa61,No,"The abstract discusses an experimental study on conceptual knowledge learning and application through embodied interactions, but does not mention capturing or retaining knowledge from individuals or organizations in a way that fits the criteria.",medium,None identified,None identified,None identified,Yes,"The abstract mentions the intervention was enabled by Unity3D and Kinect V2, and taught novice adult learners the concepts of and conversions between binary and decimal numbers through embodied interactions.",high,Unity3D; Kinect V2,Human–Computer Interaction and Immersive Technologies,Empirical Study,"Fifty-three adult participants were recruited, and randomly assigned into the experimental and control groups. Pre- and posttests results indicated that embodied interactions facilitated conceptual learning for the participating adult learners.",high,Undisposed,False
e4813f1b-9c09-41ac-aa65-d09a479126b5,Yes,"The abstract discusses the role of knowledge management frameworks integrated with advanced data science techniques in improving crisis management, focusing on retaining and circulating knowledge to enhance risk mitigation and organizational resilience.",high,Knowledge related to stakeholder perceptions and decision-making in crisis scenarios,Collective Tacit Knowledge,medium,Yes,"The abstract mentions the incorporation of sentiment analysis, big data analytics, Artificial Intelligence (AI), Internet of Things (IoT), blockchain, and cloud computing into knowledge management frameworks to enhance risk mitigation and communication during crises.",high,sentiment analysis; big data analytics; Artificial Intelligence (AI); Internet of Things (IoT); blockchain; cloud computing,"Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments; Data, Information, and Knowledge Systems; Distributed, Secure, and Trust Technologies",Empirical Study,"A cross-industry comparison reveals that while the finance sector has successfully integrated these technologies into its KM systems, other sectors, such as manufacturing, struggle with knowledge retention and data security. The study highlights the value of sentiment analysis in understanding stakeholder perceptions, which refines decision-making in crisis scenarios. The results indicate that KM practices contribute to a 60% reduction in risk, a 65% improvement in crisis resolution speed, and a 62% increase in organizational resilience.",high,Undisposed,True
e49f6b2a-7d58-4a03-bf04-a2e53737deef,No,"The abstract discusses modeling the maximum magnetic entropy change of perovskite EuTiO3 using an extreme learning machine intelligent algorithm, but does not mention capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,The abstract mentions the use of extreme learning machine intelligent algorithm (ELMIA) with sine activation function and compares it with other models for modeling maximum magnetic entropy change.,high,extreme learning machine intelligent algorithm (ELMIA); particle swarm based support vector regression model with polynomial (PSVR-P); Gaussian (PSVR-G) function,Artificial Intelligence and Intelligent Computation,Empirical Study,"The abstract describes modeling maximum magnetic entropy change using ELMIA and comparing its performance with other models, indicating the collection and analysis of data for statistical analysis.",high,Undisposed,False
e4fd083d-1f63-467a-af89-fda637f3a22b,No,The abstract focuses on the development of a PV power prediction technology and does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,high,No,The abstract does not mention the use of digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"This work proposes, a new ultra-short-term PV power prediction technology using an improved sparrow search algorithm (ISSA) to optimize the key parameters of variational mode decomposition (VMD) and extreme learning machine (ELM). The prediction results using the actual data of solar power plants show that the proposed model can effectively mine the key information in the historical data to make more accurate predictions, and has good robustness to various weather conditions.",high,Undisposed,False
e5293464-5542-496a-a484-b5193f15d57f,Yes,"The study investigates the impact of fluoride-related cultural and literary tales on information retention and the links between exposure to fluoride narratives, learners' attitudes about fluoride narratives, engagement with AI-based platforms, and perceived utility of AI-generated information.",high,learners' attitudes about fluoride narratives; engagement with AI-based platforms,Relational Tacit Knowledge,medium,Yes,The study uses AI-generated instructional content and AI-based platforms to investigate their impact on knowledge retention.,high,AI-generated instructional content; AI-based platforms,Artificial Intelligence and Intelligent Computation,Empirical Study,"This study used a cross-sectional survey approach with students in China's Jiangxi ani . The relationship between exposure to fluoride narratives in educational materials, perceptions of the value of AI-generated information, interaction with AI platforms, and knowledge retention was examined through the application of structural equation modeling, or SEM.",high,Undisposed,True
e54edafa-280c-4ce8-8433-8f01643cfe0f,No,"The abstract discusses advancements in distributed Brillouin optical time-domain analysis (BOTDA) fiber sensing, focusing on rapid measurement techniques, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",medium,None identified,None identified,None identified,Yes,The abstract mentions the application of machine learning algorithms and other hardware and software solutions for rapid measurement techniques in distributed Brillouin optical time-domain analysis fiber sensors.,high,machine learning algorithms; fast frequency scanning; signal detection; data processing,"Artificial Intelligence and Intelligent Computation; Imaging, Sensing, and Perception Technologies",Literature review,"The abstract comprehensively discusses the latest methods for measuring temperature and strain in dynamic environments subject to vibrations and pressure, evaluates the speed limitations of conventional systems, and analyzes and summarizes modern hardware and software solutions.",high,Undisposed,False
e55174cd-57e8-4669-b921-fdeb66850ef3,Yes,"This study examines innovative pedagogical teaching strategies in MSc. Construction Project Management (CPM) education, focusing on active blended learning (ABL), advanced classroom technologies, and real-world applications. The research explores how ABL enhances flexibility, interactivity, and student engagement, ultimately improving knowledge retention and professional readiness.",high,professional readiness,Somatic Tacit Knowledge,medium,Yes,"This study examines innovative pedagogical teaching strategies in MSc. Construction Project Management (CPM) education, focusing on active blended learning (ABL), advanced classroom technologies, and real-world applications.",high,active blended learning (ABL); advanced classroom technologies,"Human–Computer Interaction and Immersive Technologies; Data, Information, and Knowledge Systems",Empirical Study,"Drawing on a mixed-methods research design including surveys, interviews, focus groups, classroom observations, and industry consultations, the research explores how ABL enhances flexibility, interactivity, and student engagement, ultimately improving knowledge retention and professional readiness. Preliminary findings, based on data from 24 postgraduate students, suggest that ABL, integrated with block-teaching, technology, authentic assessment, and student-driven learning, bridges the gap between theory and practice, offering a robust framework for curriculum innovation.",high,Undisposed,True
e553183f-32b2-459a-81d6-5df180e4142e,No,"However, little is known about how these characteristics impact the modalities of pedagogic practice. Therefore, this study aimed to analyse K-12 remote teaching in Sweden as a pedagogic practice, involving a facilitator, concerning modalities of pedagogic practice. Results show modalities of practice with weak form despite strong structure, due to the characteristics of the pedagogic practice of remote teaching.",low,None identified,None identified,low,Yes,"K-12 remote teaching is a growing phenomenon worldwide, a pedagogic practice characterised by the teachers’ spatial separation, digital technology usage, and often the involvement of a facilitator.",high,digital technology,"Data, Information, and Knowledge Systems",Empirical Study,"Data were generated from classroom observations (20 h) and informal conversations. Results show modalities of practice with weak form despite strong structure, due to the characteristics of the pedagogic practice of remote teaching.",high,Undisposed,False
e5b8e064-6bf7-459b-991d-f47e4fdb758e,No,The abstract focuses on the use of generative AI technology to create educational materials based on easy-to-read principles for people with disabilities. It does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,Yes,"The study introduces generative AI technology (GPT-4o, Claude-3.5-sonnet, and Gemini-1.5-pro) to create educational materials that comply with E2R principles.",high,"generative AI technology (GPT-4o, Claude-3.5-sonnet, and Gemini-1.5-pro)",Artificial Intelligence and Intelligent Computation,Empirical Study,"The research evaluates the performance of three generative AI models in two stages using statistical methods, and provides empirical evidence and design recommendations.",high,Undisposed,False
e5e5a8a5-1a88-4c88-aef1-56dd916f30c0,No,"The abstract discusses exploring the cognitive needs of users in VR-based training environments from the perspective of embodied cognition, focusing on user experience and immersion, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",medium,None identified,None identified,None identified,Yes,The abstract mentions the use of virtual reality technology and the Analytic Hierarchy Process (AHP) combined with insights from embodied cognition theory.,high,virtual reality technology; Analytic Hierarchy Process (AHP),"Human–Computer Interaction and Immersive Technologies; Rule-Based, Decision, and Expert Systems",Empirical Study,"Through Think-aloud experiments, user research, and the Analytic Hierarchy Process (AHP), combined with insights from embodied cognition theory, the primary factors affecting user cognition in virtual reality equipment training are identified.",high,Undisposed,False
e62551c3-c6b6-406e-a2f8-11e3eaec0684,Yes,"This paper introduces a system aging risk evaluation method that uses the living probabilistic risk assessment concept and includes physical aging, technological obsolescence, and knowledge obsolescence and retention issues that commonly cause issues with aging systems. The method allows for practitioners to determine if these issues may increase system risk beyond acceptable thresholds.",medium,knowledge obsolescence and retention,Collective Tacit Knowledge,medium,No,The abstract discusses a system aging risk evaluation method but does not explicitly mention the use of digital technologies to capture or retain tacit knowledge.,medium,None identified,None identified,Conceptual Framework,"This paper introduces a system aging risk evaluation method that uses the living probabilistic risk assessment concept and includes the aforementioned aging, obsolescence, and retention issues that commonly cause issues with aging systems.",high,Undisposed,False
e6414cee-968d-47bf-bace-53e57650f302,Yes,"The abstract discusses the impact of Generative Artificial Intelligence (GenAI) on the traditional phases of knowledge creation theorized in Nonaka’s SECI model, which includes socialization, externalization, combination, and internalization of knowledge.",high,informal peer learning; critical thinking,Collective Tacit Knowledge; Somatic Tacit Knowledge,high,Yes,"The abstract explicitly mentions the use of Generative Artificial Intelligence (GenAI) to impact knowledge creation phases, including supporting externalization, combination, and internalization.",high,Generative Artificial Intelligence (GenAI),Artificial Intelligence and Intelligent Computation,Case Study,"An exploratory single-case study was conducted using semi-structured interviews, direct observation, and document analysis within a company operating in the cybersecurity sector and software development.",high,Undisposed,True
e651f9c1-1b8a-4fbb-9011-17fc6385e417,No,"The study aims to investigate the effect of knowledge management capabilities on organisational performance among manufacturing firms in Ethiopia. The study‘s findings revealed that information technology, structure, culture, leadership, knowledge application, and knowledge protection have significant effects on the manufacturing firm performance. However, knowledge acquisition and knowledge conversion have no significant effect on the manufacturing firm's performance.",medium,None identified,None identified,None identified,No,"The study‘s findings revealed that information technology, structure, culture, leadership, knowledge application, and knowledge protection have significant effects on the manufacturing firm performance. However, knowledge acquisition and knowledge conversion have no significant effect on the manufacturing firm's performance.",None identified,None identified,None identified,Empirical Study,The study adopted a quantitative research approach. The primary data was collected using structured questionnaires from 247 manufacturing firms operating in Addis Ababa and the Oromia regions surrounding Addis Ababa via a cross-sectional survey. The study employed multistage sampling techniques to select respondents' firms. Quantitative data analysis was conducted through regression analysis with the assistance of Statistical Package for Social Science (SPSS version 23).,high,Undisposed,False
e68c2bce-f205-430c-8111-7d7f3ad61feb,No,This study investigates learners' eye movement behaviours and conceptual knowledge acquisition while watching a six-minute video lecture.,medium,None identified,None identified,None identified,Yes,"Eye-tracking technology was used to collect data on pupil position, fixation time, and gaze paths.",high,Eye-tracking technology,"Imaging, Sensing, and Perception Technologies",Empirical Study,Twenty-six university students participated by viewing the video and completing a conceptual knowledge test.,high,Undisposed,False
e69bcc55-74c1-4095-8358-12854305ccef,Yes,This study compared an AI chatbot (Kimi) and a bilingual dictionary app (NCD) in supporting vocabulary tasks among Chinese junior English majors.,high,None identified,None identified,None identified,Yes,Sixty-six participants used either Kimi or NCD to complete both receptive and productive lexical tasks.,high,AI chatbot (Kimi); bilingual dictionary app (NCD),"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,"Questionnaires gathered user feedback on tool use, and a surprise retention test assessed long-term vocabulary retention one week later.",high,Undisposed,True
e6a0050c-81c1-4717-8e15-e685bca41157,Yes,"This study presents a bibliometric–systematic literature review (B + SLR) to examine global research trends in microlearning, with a focus on higher education, corporate training, and health education. The study highlights the need for improved digital infrastructure, educator capacity-building, and inclusive microlearning design to support scalable, equitable implementation.",high,pedagogical readiness,Somatic Tacit Knowledge,medium,Yes,"Bibliometric analyses were conducted using RStudio and Biblioshiny, incorporating co-word analysis, co-citation mapping, and thematic evolution techniques.",high,RStudio; Biblioshiny,"Data, Information, and Knowledge Systems",Literature review,This study presents a bibliometric–systematic literature review (B + SLR) to examine global research trends in microlearning,high,Undisposed,False
e6d1431e-c84d-40cd-a029-be108af040ea,Yes,The aim of the paper is to introduce and define the concept of knowledge-based city logistics. The implementation of knowledge-based city logistics procebes does not always run smoothly. The difficulties are observed mostly in the area of data gathering and knowledge acquisition.,medium,None identified,None identified,None identified,No,The paper does not discuss the use of digital technologies to capture or retain tacit knowledge.,medium,None identified,None identified,Conceptual Framework,"The aim of the paper is to introduce and define the concept of knowledge-based city logistics. To achieve this aim, a questionnaire survey has been conducted on a sample of 31 experts who have extensive experience in city logistics projects and activities. In the course of the studies, the knowledge-based city logistics domain is identified and, as a result, a definition of knowledge-based city logistics is introduced.",high,Undisposed,False
e6ee16e3-6df1-4f42-824c-6e988a1d11e0,No,The present research investigates a two-level collaboration filtering strategy that optimizes the dispersion of statistics provided by an employee to complete a manufacturing task while taking into account the staff's remarks. Gamification takes on additional dimensions when paired with artificial intelligence.,medium,None identified,None identified,None identified,Yes,Gamification takes on additional dimensions when paired with artificial intelligence.,medium,artificial intelligence,Artificial Intelligence and Intelligent Computation,Empirical Study,An examination of an employee's work cycle in a retail area with several desks and activities analyses an interim implementation.,medium,Undisposed,False
