uuid,kr_flag,kr_evidence,kr_confidence,tacit_knowledge,TK_normalized,TK_confidence,DT_flag,DT_evidence,DT_confidence,Digital_Technologies,DT_normalized,article_type,article_type_evidence,article_type_confidence
cc50d5eb-0656-4ccd-a792-8e7a6747855d,No,The study discusses the use of post-lecture online quizzes in higher education. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"The study uses Moodle Learning Management System (LMS) to deliver and grade the quizzes. This technology is used to support the delivery and assessment of the quizzes, but not explicitly for capturing or retaining knowledge.",high,Moodle Learning Management System (LMS),"Data, Information, and Knowledge Systems",Empirical Study,"The study involves Information and Communication Technology (ICT) Engineering students taking weekly post-lecture online quizzes, and qualitative research is carried out through a Bipolar Laddering (BLA) tool.",high
2d19c04f-ffcd-4387-83c8-d7ef48f5070a,Yes,The study designs and implements an automated teaching feedback and student performance evaluation system based on natural language processing (NLP) technology to automatically generate personalized and accurate teaching feedback. This system captures and retains students' learning behaviors and emotional data.,high,students' learning behaviors and emotional data,Relational Tacit Knowledge,high,Yes,"The system uses natural language processing (NLP) technology, deep learning models, sentiment analysis, and semantic understanding technologies to capture and retain students' learning behaviors and emotional data.",high,natural language processing (NLP) technology; deep learning models; sentiment analysis; semantic understanding technologies,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,"The study evaluates the system's effectiveness in enhancing students' learning motivation, improving knowledge retention, and optimizing teacher-student interaction efficiency, using real-time emotional analysis and dynamic feedback.",high
1f0c478e-1210-41ee-9307-dc4939961557,No,The study focuses on the development and validation of a questionnaire for measuring nursing degree lecturers' perceptions of using active teaching/learning methods. It does not discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,No,The study does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"This study developed and validated the OPPUMA-NV scale, completed by 381 participants, and demonstrated high reliability (alpha=0.859). Descriptive analysis showed that gender and professional categories had an impact on certain factors.",high
abb8b4c4-eaf9-4b2d-9094-4be162b026d6,No,The study presents an educational platform that integrates cognitive bulking and AI technologies to address key challenges in inclusive education. It does not discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,Yes,"The GEALP platform uses 3D-CNN-based gesture recognition, attention-augmented temporal processing, bi-directional multi-modal content conversion, and dynamic learning adaptation supported by real-time feedback loops.",high,3D-CNN-based gesture recognition; attention-augmented temporal processing; bi-directional multi-modal content conversion; dynamic learning adaptation; real-time feedback loops,"Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Data, Information, and Knowledge Systems; Others(*)",Empirical Study,"Experiments with 1,000 users, 5,000 learning sessions, and 10,000 gestures demonstrate GEALP's superior performance. Results show improved gesture recognition accuracy, user interaction, and learning effectiveness compared to existing systems.",high
a607a3d0-8f27-4db7-90f9-a684f9a99b2c,No,The study proposes a framework for a dynamic and personalized digital museum experience. It does not discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,Yes,The proposed framework features a hybrid computational architecture that unites symbolic knowledge representations with algorithmic spatial layout generation and incorporates reinforcement-driven semantic planning to interpret and respond to user interactions in real time.,high,symbolic knowledge representations; algorithmic spatial layout generation; reinforcement-driven semantic planning,"Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Data, Information, and Knowledge Systems",Empirical Study,"Experimental results reveal substantial improvements in user satisfaction, engagement levels, and knowledge retention when compared to traditional virtual museum platforms.",high
4586e96d-c3b3-4cac-9454-15be810666e5,No,The systematic review aims to consolidate research on the use of technology to support learning for students with disabilities. It does not discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,Yes,"The review discusses the use of assistive tools like web-based platforms, virtual and augmented reality (AR), and interactive learning systems to improve student involvement, social integration, and interest in science.",high,web-based platforms; virtual and augmented reality (AR); interactive learning systems,"Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",Literature Review,"This systematic review aims to consolidate research on the use of technology to support learning for students with disabilities, assess its effectiveness in improving educational outcomes, and identify areas for further study.",high
14736e64-a1da-42fb-901e-0f47130f9462,No,The study explores gamification to transform engineering education and improve student engagement. It does not discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,Yes,"The study proposes an Edge-AI-driven gamification framework that includes interactive tools like educational games, quizzes, and competitive learning environments, and an algorithm related to the Edge-AI Gamification Optimizer.",high,Edge-AI-driven gamification; educational games; quizzes; competitive learning environments; Edge-AI Gamification Optimizer,"Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Distributed, Secure, and Trust Technologies",Empirical Study,"Results show that the proposed framework improves student engagement by nearly 51%, performance by 30.7% and reduces cognitive load by 57%. A comparative study with traditional learning approaches shows that AI-based gamification significantly enhances knowledge retention, boosts collaborative learning, increases student motivation, and, through statistical analysis, demonstrates a validated increase in student engagement over conventional methods.",high
3122b1af-5847-4c64-a394-3657db601ce4,Yes,The study proposes the integration of change management with a knowledge management framework to address knowledge retention and successful change management in the context of Industry 5.0. The research highlights the importance of applying the human capital life cycle in knowledge and change management.,high,knowledge retention; successful change management; human capital life cycle,Relational Tacit Knowledge,high,Yes,"The study suggests implementing strategies for training and user acceptance testing using the ADKAR model. A case study is presented in a food production company that validates the effectiveness of the ADKAR model in implementing digital technologies, improving process efficiency, and increasing employee acceptance of new technologies.",high,ADKAR model; digital technologies,"Rule-Based, Decision, and Expert Systems; Others(*)",Case Study,"A case study is presented in a food production company that validates the effectiveness of the ADKAR model in implementing digital technologies, improving process efficiency, and increasing employee acceptance of new technologies.",high
a7ed0a97-b6e5-4e94-a2cb-ac1d694c4f1d,No,The abstract focuses on the educational impact of a game and does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,No,The abstract discusses the use of a 2D computer game for education but does not mention digital technologies for capturing or retaining tacit knowledge.,high,None identified,None identified,Empirical Study,"The study evaluated the game with 97 high school students, collected quantitative data, and conducted quizzes to measure knowledge retention. This indicates an empirical study design.",high
1856a1f8-6aae-4dc9-a739-8e9b56059608,No,The abstract focuses on the effectiveness of mobile applications in enhancing learning and engagement in biomechanics education. It does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,No,The abstract discusses the use of mobile applications for biomechanics education but does not mention digital technologies for capturing or retaining tacit knowledge.,high,None identified,None identified,Empirical Study,"The study used a quasi-experimental repeated-measures design, assessed 50 undergraduate students at four stages, and collected quantitative assessments, surveys, and interviews. This indicates an empirical study design.",high
2e1f07a4-12dd-4e2f-94a5-ae3d4b39bdee,Yes,"The abstract discusses the role of effective knowledge management practices, including knowledge creation, acquisition, sharing, and application, which are used to sustain performance and enable innovation under a greening perspective.",high,"knowledge creation, acquisition, sharing, and application",Relational Tacit Knowledge,high,No,The abstract does not mention the use of digital technologies to capture or retain the tacit knowledge discussed.,high,None identified,None identified,Empirical Study,The study collected data from individuals in Malaysia's SME sector using a convenience sampling technique and analyzed it using SmartPLS4. This indicates an empirical study design.,high
565b722a-1fb6-4725-a41b-f17ec6dbb7d7,No,The abstract focuses on the role of gamification in human resource management and does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,No,The abstract discusses the use of gamification in HRM but does not mention digital technologies for capturing or retaining tacit knowledge.,high,None identified,None identified,Literature Review,The study synthesizes and reviews existing literature on gamification in human resource management using a systematic literature review (SLR) approach. This indicates a literature review design.,high
f066bade-aac5-4a58-b077-2ad7752fa251,No,The abstract describes the features and architecture of the MUSTANG avionics system but does not discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,No,The abstract does not mention the use of digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Conceptual Framework,"The abstract describes the design and architecture of the MUSTANG avionics system, which is a new framework for avionics. This indicates a conceptual framework design.",high
e99573e8-4dbe-4f84-b8e0-220c726b532b,No,The abstract discusses the use of NLP methods to enrich hermeneutical workflows in historical research but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.,high,None identified,None identified,None identified,Yes,The abstract mentions the use of natural language processing (NLP) methods and digital technologies to enhance text interpretation and analysis in historical research.,high,natural language processing (NLP),Artificial Intelligence and Intelligent Computation,Case Study,"The study applies NLP methods to a specific textual corpus from Aberdeen, Scotland, and provides a detailed case study of the results. This indicates a case study design.",high
859c49f7-5a30-43bd-a6b5-011b1bbefac8,No,"The abstract discusses the development of educational programs and courses for next-generation cyber-physical systems, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,No,The abstract does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Literature review,"This paper reviews the current literature and attempts to cast light on the most significant recent developments in the field of NG-CPSs. The main contributions include identifying and analyzing the latest theoretical, engineering, and technological developments, revealing major trends and their implications, and presenting thought-provoking findings and propositions.",high
4acc0c68-a4e0-4a61-890a-c592d34a50ba,No,"The abstract focuses on evaluating an incentive-based 3D virtual training for nasopharyngeal swab proficiency, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The study uses immersive 3D virtual training environments and virtual reality (VR) to provide a dynamic and realistic training experience.,high,Virtual Reality (VR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"The study capitalizes on cutting-edge technologies like virtual reality (VR) to provide a dynamic and realistic training experience, and aims to assess the impact of this innovative approach on several crucial dimensions, including knowledge acquisition, cognitive load, skill development, and user engagement.",high
d5eeb2ea-ee22-42eb-b3bc-e96d3153bbb9,No,"The abstract discusses the development of an AR-based training program for pneumatics teaching, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The study uses augmented reality (AR) to create hands-on learning environments and investigates the effects of different elements of AR visualization on learning and knowledge acquisition.,high,Augmented Reality (AR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"A mixed-methods approach study was conducted with fifteen first-year industrial mechanics apprentices, and the participants were divided into three groups (traditional learning method, concept 1, concept 2) and performed two practical exercises on pneumatics.",high
bfe27fe9-e048-42c5-8dc4-42bff631c250,No,"The abstract explores the impact of high-immersion virtual reality (HiVR) on foreign language speaking anxiety, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The study uses high-immersion virtual reality (HiVR) to create an authentic environment and engage students in learning activities.,high,High-Immersion Virtual Reality (HiVR),Human–Computer Interaction and Immersive Technologies,Empirical Study,The study investigated the potential use of HiVR for coping with FLSA in which 140 Chinese EFL learners were randomly assigned to four groups (35 students each) with a different combination of learning environments (HiVR or classroom) and learning principles (situated learning or teacher-centred learning).,high
b2f469da-7fc0-4d7e-a017-b76b2cc3352c,No,"The abstract explores the application potential of large language models (LLMs) in the field of agricultural intelligence, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study uses large language models (LLMs), vector databases, and knowledge graphs to build a technical framework for knowledge integration in the agricultural domain.",high,Large Language Models (LLMs); Vector Databases; Knowledge Graphs,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Literature review,"This paper systematically explores the application potential of large language models (LLMs) in the field of agricultural intelligence, focusing on key technologies and practical pathways. The study provides theoretical support and technical pathways for the development of agricultural intelligence.",high
2eadb664-26da-4707-93f6-244d9f658471,No,"The abstract discusses a self-correcting algorithm named Ir-Web-RAG, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study uses multi-round web retrieval, fine-tuned similarity label generation model, and real-time knowledge retrieved from the web to enhance answer accuracy and timeliness.",high,Multi-round Web Retrieval; Fine-tuned Similarity Label Generation Model; Real-time Knowledge Retrieval,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,"Experiments were conducted on three baseline models (Qwen2.5: 7B, Qwen2.5: 14B and ChatGPT 3.5-Turbo) using three public benchmark datasets (SQuAD2.0, HotpotQA and PopQA) as well as specialized Chinese datasets in finance, legal, and medical domains.",high
e7d25f40-c44c-422e-a5ce-aafe006dd53e,No,"The study focuses on the help-seeking and knowledge-building behaviors of students in asynchronous online discussions, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The study employed qualitative content analysis of a large amount of discussion forum data from seven semesters of the same blended university-level engineering course. The use of asynchronous online discussion forums (AODs) is a digital technology used to support collaborative engagement and knowledge building.,high,asynchronous online discussion forums (AODs),Human–Computer Interaction and Immersive Technologies,Empirical Study,The study employed qualitative content analysis of a large amount of discussion forum data from seven semesters of the same blended university-level engineering course.,high
aa8c8e1f-372d-4331-85ca-5b67b475ac10,No,"The study investigates the integration of large language models (LLMs) into Science and Engineering Practice (SEP) and its impact on student learning outcomes, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The key experimental variable was the inclusion of LLMs in the SEP project. Large language models (LLMs) are a form of digital technology used to support student learning.,high,large language models (LLMs),Artificial Intelligence and Intelligent Computation,Empirical Study,"The research employed conditional cluster sampling, selecting two homogeneous natural classes from a middle school in China to serve as the experimental and control groups. Various validated and self-developed assessment tools were used to measure students' STEM learning outcomes.",high
bed10d41-3595-475f-8a6c-df9952c26869,Yes,"The study investigates how micro and small organic farms can enhance productivity by mobilizing absorptive capacity (AC) and knowledge integration, which involves assimilating and transforming environmental knowledge into technical knowledge.",high,environmental knowledge; technical knowledge,Relational Tacit Knowledge; Relational Tacit Knowledge,high,No,"The study does not explicitly discuss the use of digital technologies to capture or retain tacit knowledge. It focuses on the conceptual model linking environmental knowledge acquisition, technical knowledge proficiency, technological innovation, and productivity.",high,None identified,None identified,Empirical Study,"Using a longitudinal survey design, data were collected from Spanish family-owned organic farms at two time points and analyzed with PLS-SEM.",high
c15bcbe4-e875-421a-be4f-ea4e6d25a24b,No,"The study explores the impact of Knowledge Management (KM) factors on the acceptance of Engineering Language Massive Open Online Courses (E-LMOOCs), but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study assesses the impact of KM factors on the acceptance of E-LMOOCs, which are a form of digital technology used for education.",high,Engineering Language Massive Open Online Courses (E-LMOOCs),"Data, Information, and Knowledge Systems",Empirical Study,A total of 853 responses were collected from engineering students between September 2020 and September 2024 and analysed using structural equation modelling (SEM).,high
171166ee-8833-4ed1-bbd4-5fbeac0e0761,No,"The study discusses strategies for enhancing the competitive advantage of agricultural entrepreneurs through the integration of miniaturized robotic products, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study investigates the adoption of miniaturized Unmanned Agricultural Robots, which are a form of digital technology used in agriculture.",high,miniaturized Unmanned Agricultural Robots,"Cyber-Physical Systems, IoT, and Smart Environments",Case Study,"The research employed a mixed-methods approach, combining qualitative and quantitative techniques to investigate the ability of key stakeholders to dynamically adapt to evolving market conditions.",high
5682b705-b167-4c0e-a30c-93e3e3e58b54,No,"The study evaluates the effectiveness of a specially designed VR game-based firefighting extinguishing equipment training (FEET) that integrates VR with serious gaming elements, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The study evaluates the effectiveness of a specially designed VR game-based firefighting extinguishing equipment training (FEET) that integrates VR with serious gaming elements. Virtual reality (VR) and haptic feedback mechanisms are digital technologies used to enhance user immersiveness and learning outcomes.,high,Virtual reality (VR); haptic feedback mechanisms,Human–Computer Interaction and Immersive Technologies; Human–Computer Interaction and Immersive Technologies,Empirical Study,The study evaluated the effectiveness of FEET through a comparison between high (HI) and low (LI) immersiveness VR and a non-immersive (NI) setting as a baseline. The study adopted three distinct learning sequences to mitigate the VR halo effects.,high
9b9d1033-ff0a-43ff-86fd-9eb3fab1230b,No,The study focuses on the theoretical perspectives of gamification in training and development within organizational settings. It does not explicitly discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,No,The study does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Literature review,This study examines the underlying theories of gamification in organizational development and training by evaluating earlier studies and highlighting key theories.,high
6365897d-f9f8-4bee-baaa-bf13a2efeae0,Yes,"The GOAL system facilitates SDS acquisition in learners utilizing daily activities as context, integrating learning logs from online environments and physical activity logs from wearable trackers.",high,Self-direction skill (SDS) practice through daily activities and context,Collective Tacit Knowledge,medium,Yes,The GOAL system integrates learning logs from online environments and physical activity logs from wearable trackers to provide a data-rich environment for the learners to acquire and practice their SDS.,high,Wearable trackers; Online environments,"Cyber-Physical Systems, IoT, and Smart Environments; Mobile, Social, and Communication Technologies",Empirical Study,We implemented the GOAL system at a K12 public institution in Japan in 2019. Learners used the online environments for extensive reading and smartwatches for tracking walking and sleeping activities. This study analyzes detailed interaction patterns in GOAL while learners planned and monitored their self-directed actions.,high
dca87aab-819d-457a-8ec4-82cabbfae62b,No,The study focuses on constructing an osteosarcoma knowledge graph and developing a question-answering system. It does not explicitly discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,No,The study does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"A systematic search of PubMed (2003-2023) using the keyword osteosarcoma yielded 25,415 abstracts. Leveraging BioBERT, pretrained on biomedical corpora and fine-tuned with osteosarcoma-specific manual annotations, we identified 16 entity types and 17 biological relationships. Evaluation using 100 pairs of gold-standard quizzes showed that the final quiz system outperformed other large language models in accuracy and robustness.",high
2495cb30-472e-461e-bb45-96e747f9d9d1,No,The study focuses on extracting relations between method entities and scientific papers. It does not explicitly discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,No,The study does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"This study formalizes the problem as an end-to-end named entity recognition task and introduces MPR, a dataset of the relation labels for the sequence labeling task. Several deep learning-based models are developed to solve the problem, with the SciBERT-based algorithm showing particularly excellent performance and thus establishing a strong baseline for the task.",high
517c6fd5-f67c-4d46-9b76-9b5320db7351,No,The study focuses on the impact of scaffolding on higher cognitive levels and emotions of students. It does not explicitly discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,No,The study does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"An experience has been carried out with 36 students of Industrial Electronics and Robotics Associate Degree with a pre-post design, where one group of students did not use the tool and another one did. The findings indicate that knowledge acquisition at the higher levels of Bloom's taxonomy improved after the use of technological scaffolding and that this acquisition improved significantly when incorporating teacher scaffolding.",high
a7b4ce5e-5d1d-4383-bde8-cda3313cba13,No,The study focuses on the impact of knowledge spillovers on total factor productivity in manufacturing firms. It does not explicitly discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,None identified,No,The study does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"This study uses data from Chinese A-share listed manufacturing firms (2010-2020) to examine knowledge spillover effects on TFP and their boundary conditions. We find that knowledge spillovers directly drive firm TFP, with technological innovation capability as the core transmission mechanism.",high
36d91655-e9df-4ad5-91ed-ee09ba925708,No,"The study focuses on the use of virtual reality in engineering education and its benefits, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"Virtual reality was proven to be an effective educational tool which supports engineering education and complements existing learning practices. Using virtual reality, students can apply their theoretical knowledge and practice their skills within low-risk, safe, and secure learning environments characterized by high immersion and interactivity.",high,Virtual reality,Human–Computer Interaction and Immersive Technologies,Literature review,"The aim of this study is to explore the role of virtual reality in engineering education. Specifically, it analyzed 342 studies that were published during 2010-2025 following a systematic approach.",high
39799fcc-c059-431b-a443-4326aa1f5a6b,No,"The study explores the impact of simulation and virtual reality on engineering education, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The integration of simulation and virtual reality was found to facilitate a deeper understanding of real-world problems, as students could engage with these issues in a simulated, virtual environment.",high,Simulation; Virtual reality,Human–Computer Interaction and Immersive Technologies,Empirical Study,"Utilizing a quantitative research approach, the study involved third-year engineering students from the Production Management course at the School of Engineering of Vitoria-Gasteiz. Data were collected through an ad hoc questionnaire and analyzed using SPSS software, focusing on student satisfaction, challenges in adopting new technologies and the evolving roles of students and teachers.",high
e957ff41-74a3-412d-bf36-20da4b55c300,No,"The study discusses the affordances of new AI chatbots, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The new breed of chatbots is based on large language models (LLMs), and they have overcome many constraints that plague the everyday use of previous AI technologies. We further divide two distinct yet interrelated dimensions of new AI affordances: creational and conversational.",high,ChatGPT; Large language models (LLMs),Artificial Intelligence and Intelligent Computation,Empirical Study,"Via 29 interviews with professionals using ChatGPT in various creative and knowledge-intensive sectors, we identify three creational affordances (content creation and enhancement, knowledge acquisition and creativity augmentation, and task automation) and three conversational affordances (contextual sensitivity, interactive accessibility, and human-AI workflow synergy).",high
4d606b27-4050-4426-a6a3-fe678eaf9a23,No,"The study analyzes factors influencing interregional technology transfer, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,No,"The study focuses on the analysis of patent transactions and the factors influencing interregional technology transfer, but does not mention digital technologies for capturing or retaining knowledge.",high,None identified,None identified,Empirical Study,"Based on the data of 316,960 patent transactions in China from 2001 to 2020, this paper constructs an interregional technology transfer network covering 295 cities in China and reveals the spatio-temporal evolution characteristics of this network from both spatial and level aspects.",high
b7e1ee22-dd62-4f6b-85c6-8347c74bee1f,No,"The study evaluates the effectiveness of Microsoft Copilot and instructional videos in teaching programming, but does not explicitly discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"Generative artificial intelligence tools, such as Microsoft Copilot, are transforming the teaching of programming by providing real-time feedback and personalized assistance.",high,Microsoft Copilot,Artificial Intelligence and Intelligent Computation,Empirical Study,"This study evaluates the effectiveness of Microsoft Copilot compared to instructional videos in teaching web programming in PHP, implementing a quasi-experimental design with 71 industrial engineering students in Chile, divided into two groups: one using Microsoft Copilot and the other following instructional videos, with pre- and post-tests applied to measure knowledge acquisition while surveys based on the Hedonic-Motivation System Adoption Model (HMSAM) assessed cognitive absorption (enjoyment, control, immersion, curiosity) and technology acceptance (perceived usefulness, ease of use, and intention to adopt).",high
1df44525-a948-4b57-bdb5-85d85de38853,Yes,"The study explores the mediating effect of job satisfaction on the relationship between knowledge acquisition, dissemination, application, and retention and job employee performance. The abstract mentions knowledge management (KM) practices and their impact on job performance and job satisfaction, implying the capture and retention of knowledge.",high,"Knowledge acquisition, dissemination, application, and retention",Relational Tacit Knowledge,medium,No,The study does not mention any specific digital technologies used to capture or retain knowledge. It focuses on the impact of knowledge management practices on job satisfaction and performance.,high,None identified,None identified,Empirical Study,The study employed a quantitative method to collect data from a sample of 355 employees. The result reveals that KM has a positive and significant effect on employee job performance. The study also finds that job satisfaction has positively and significantly mediated the relationship between KM and employee job performance.,high
4cc2c4d3-2e9e-4fe4-835b-da90fbf45881,No,The abstract focuses on the use of haptic VR labs to improve learning outcomes and accessibility for visually impaired and non-impaired students. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"Haptic virtual reality (VR) labs, using haptic data gloves, offer an accessible alternative. Virtual labs for fluid dynamics are being developed in Unreal Engine 5.0, linked to haptic VR gloves.",high,haptic virtual reality (VR) labs; haptic data gloves; Unreal Engine 5.0,"Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies; Others(*)",Empirical Study,"Surveys, experiments, and evaluations will assess the experiences and knowledge acquisition of visually impaired and non-impaired students. Preliminary findings suggest haptic VR labs compensate for impairments and improve learning outcomes.",high
0e3803eb-09a0-45ce-9d4d-f8d6e5818c64,No,The abstract discusses how differential scaffolds can support middle school students' discussions and knowledge integration. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"Students studied the unit individually but also collaborated to discuss instances in the unit where dilemmas were presented, where they were prompted to add ideas to a public idea market (IM).",medium,public idea market (IM),Human–Computer Interaction and Immersive Technologies,Empirical Study,"Students in the Guided condition, compared to the Typical condition, provided significantly more integrated responses related to their capability to distinguish their ideas from their peers across all dilemmas: t (335) = 6.63, p < 0.01; Cohen's d = 0.73. However, differences in condition did not impact overall student learning gains.",high
bee8fc22-8329-4e24-9553-28cc218f7ea6,No,The abstract reviews the applications of machine learning in materials research. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"Machine learning techniques such as supervised, unsupervised, reinforcement, and deep learning are used. Machine learning extends its influence to image processing, improving object detection, classification, and segmentation precision and enabling methods like image generation.",high,supervised learning; unsupervised learning; reinforcement learning; deep learning; image processing; object detection; classification; segmentation; image generation,"Artificial Intelligence and Intelligent Computation; Imaging, Sensing, and Perception Technologies",Literature review,"This comprehensive review investigates the multifaceted applications of machine learning in materials research across six key dimensions, redefining the field's boundaries. It explains various knowledge acquisition mechanisms starting with supervised, unsupervised, reinforcement, and deep learning techniques.",high
327ce98e-fd6c-435a-a034-eef118a8877b,No,The abstract discusses the value of problem-based learning (PBL) in medical radiation science education. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,No,The abstract does not mention any digital technologies used to capture or retain knowledge.,high,None identified,None identified,Empirical Study,"A systematic search of Medline, Emcare, and CINAHL was undertaken. Studies using both quantitative and qualitative methodologies were eligible if they reported the outcomes relating to PBL intervention for medical radiation science students in undergraduate education. Pre-post studies demonstrated statistically significant findings suggesting better preparedness and improved attitudes for PBL students.",high
5c3a41ff-80c1-4dee-bf69-a1bb253a2bc0,No,The abstract discusses an edge-centric multimodal agricultural IoT data analytics framework. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"Large language models (LLMs), with their exceptional capabilities in knowledge acquisition and semantic understanding, provide a promising solution to address these challenges. Farm-LightSeek, an edge-centric multimodal agricultural IoT data analytics framework that integrates LLMs with edge computing, collects real-time farmland multi-source data (images, weather, geographic information) via sensors, performs cross-modal reasoning and disease detection at edge nodes, conducts low-latency management decisions, and enables cloud collaboration for model updates.",high,large language models (LLMs); edge computing; sensors; cross-modal reasoning; disease detection; cloud collaboration,"Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments; Distributed, Secure, and Trust Technologies",Empirical Study,"Experiments conducted on two real-world datasets demonstrate that Farm-LightSeek consistently achieves reliable performance in mission-critical tasks, even under the limitations of edge computing resources.",high
68ab2582-9f80-4f01-9a05-0a64cf6799db,No,The abstract discusses the shift from traditional knowledge transfer models to competency-based learning within the context of the computer science curriculum. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,No,The abstract does not mention any digital technologies used to capture or retain knowledge.,high,None identified,None identified,Conceptual Framework,"The primary objective of this paper is to examine the shift from traditional knowledge transfer models to competency-based learning within the context of the computer science curriculum. Additionally, it seeks to assess the impact of this transition on student learning outcomes, particularly concerning the development of technical skills and critical thinking abilities.",high
0b9cdff2-9752-4f09-9948-b17628757d9e,No,"The abstract discusses the use of AI and machine learning in photocatalytic hydrogen production, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The abstract mentions the use of artificial intelligence tools, especially machine learning algorithms, to facilitate developments in photocatalytic hydrogen production.",high,artificial intelligence tools; machine learning algorithms,Artificial Intelligence and Intelligent Computation,Literature review,"This perspective provides an overview of recent studies on the use of photocatalysis for hydrogen production, with a particular focus on water splitting. It examines the developments in this field that have been facilitated by artificial intelligence tools, especially machine learning algorithms.",high
