uuid,kr_flag,kr_evidence,kr_confidence,tacit_knowledge,TK_normalized,TK_confidence,DT_flag,DT_evidence,DT_confidence,Digital_Technologies,DT_normalized,article_type,article_type_evidence,article_type_confidence,ic_label
b0b046f4-9617-4872-83b5-c1a153b405f6,No,"The abstract discusses stock market forecasting using deep learning and EMD, focusing on prediction efficiency, not on capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,high,No,"The abstract mentions deep learning, PSO optimization, and EMD for forecasting, but not for capturing or retaining tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract states 'empirical findings demonstrate the superior predictive efficiency' and includes 'practical analysis and discussion along with statistical interpretation', indicating data analysis.",high,False
b0f10ad6-9a79-4a02-b86f-6b7cc0c11040,Yes,"The abstract explicitly discusses the Ripple Down Rules (RDR) method as a knowledge acquisition and representation method to enhance ethical awareness and reasoning, bridging the gap between ethical knowledge and action.",high,"Ethical principles (Beneficence, Non-Maleficence, Justice, Autonomy, Explicability) applied to cybersecurity scenarios, and the reasoning process connecting scenario elements to these principles.",Relational Tacit Knowledge,high,Yes,"The abstract explicitly states that the Ripple Down Rules (RDR) method, a knowledge acquisition and representation method, is used to enhance ethical awareness and reasoning in cybersecurity contexts.",high,Ripple Down Rules (RDR) method,"Rule-Based, Decision, and Expert Systems",Empirical Study,"The abstract describes an empirical study with a randomized controlled design, two treatment and one control groups, pre- and post-study assessments, and participants recruited from first-year psychology students.",high,True
b1133f0b-d16b-458e-9314-3342d95946c8,No,"The abstract explores relationships among polychronicity, multitasking behavior, and learning performance (knowledge acquisition and learning satisfaction) in online learning. It does not discuss capturing or retaining knowledge from individuals or organizational environment.",high,None identified,None identified,high,No,The abstract mentions an online learning environment but does not describe any digital technology used to capture or retain knowledge. The focus is on behavioral and performance relationships.,high,None identified,None identified,Empirical Study,"The abstract states 'The relationship among variables was analyzed from 865 responses obtained from a questionnaire survey, and independent sample t tests and SEM analysis were used to examine the research hypotheses.' This indicates primary data collection and statistical analysis.",high,False
b12046aa-a5e9-409c-8ec4-4a9ce68e5fbd,No,"The abstract discusses how deposition conditions affect mechanical properties of Zn-Ni coatings, but does not discuss capturing or retaining knowledge from individuals or organizational environments. It is a materials science study.",high,None identified,None identified,None identified,No,The abstract does not mention any digital technologies used to capture or retain knowledge.,high,None identified,None identified,Empirical Study,The abstract describes an experimental study: 'it was decided to study the effect of current conditions on selected mechanical properties of Zn-Ni alloy coatings' and reports observed results from experiments.,high,False
b12d63dd-b301-4b7f-a8a0-2676bd086bbd,Yes,"The abstract discusses 'proactive knowledge acquisition based on bidirectional human-robot interaction' and emphasizes a brain-inspired approach for autonomous robotic agents to acquire knowledge, implying capturing knowledge from the environment and human interaction.",medium,Proactive knowledge acquisition through bidirectional human-robot interaction; generalization and explainability in autonomous robotic agents,Collective Tacit Knowledge,medium,Yes,"The abstract explicitly discusses using digital technologies (Artificial Cognition, brain-inspired networks) to enable knowledge acquisition and interaction, stating 'the road to the next generation of autonomous robotic agents... requires a fully brain-inspired, embodied cognitive approach'.",medium,Artificial Cognition (ACo); brain-inspired network of interactions,Artificial Intelligence and Intelligent Computation,Conceptual Framework,"The abstract states 'The working hypothesis of this position paper is that...' and proposes a new approach called Artificial Cognition (ACo) grounded in Cognitive Neuroscience, without collecting or analyzing new data.",high,False
b17e17f6-ebec-4b30-a84a-aa92c3b146a3,No,"The study compares the effectiveness of online versus traditional face-to-face professional development programs for teaching staff, focusing on knowledge and skills assessment and satisfaction, not on capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,high,No,"Online training format is used as a delivery method for professional development, but not for capturing or retaining tacit knowledge from individuals or organizations.",high,None identified,None identified,Empirical Study,"The abstract describes a pre-and post-test design with 300 teaching staff divided into two groups, using ANOVA for analysis and a satisfaction survey for data collection.",high,False
b1ab1e54-2de7-414d-8c29-f2ab7cc6e01b,Yes,The abstract explicitly discusses promoting 'knowledge retention of biology concepts' and measures it with a 'retention test four weeks later.' The ANCOVA output demonstrated a statistically significant difference in knowledge retention. This directly addresses retaining knowledge from individuals (students).,high,None identified,None identified,high,No,"The abstract mentions a pedagogy that is 'laced with technological and contextual elements' (CTCA), but it does not specify any particular digital technologies used to capture or retain knowledge. The focus is on the pedagogical approach, not specific digital tools.",medium,None identified,None identified,Empirical Study,"The abstract states: 'The research design was mixed methods, and the sample consisted of 88 senior secondary school II students... Quantitative data was collected using the Variation and Evolution Achievement Test... qualitative data was collected using the Students' Perception of CTCA Interview Guide.' This indicates primary data collection and analysis.",high,False
b1b14242-d3b6-475a-8e3f-a7f84d1fe8f7,Yes,"The abstract discusses constructing a 'knowledge training system' to help people 'effectively access and process a large amount of information', implying the capture and retention of knowledge.",medium,None identified,None identified,None identified,Yes,The abstract explicitly states the system is 'based on machine learning technology' and uses a 'knowledge graph concept'.,high,machine learning technology; knowledge graph,Artificial Intelligence and Intelligent Computation,Conceptual Framework,"The abstract proposes 'a knowledge graph concept' and 'constructs a knowledge training system and its evaluation system', but does not mention collecting or analyzing any new data.",medium,False
b1bcc42c-efc9-4994-ad6c-682ba4642d5d,Yes,"The abstract explicitly states that 'accurately searching CAD models has become a valuable knowledge acquisition technique in product design' and proposes a retrieval framework to reuse and modify existing models, which implies capturing and retaining design knowledge from existing CAD models for reuse.",high,"Design knowledge embedded in CAD models (local features, shapes, attribute characteristics) that is captured and reused for engineering design.",Relational Tacit Knowledge,medium,Yes,"The abstract describes a 'CAD model retrieval framework based on local feature segmentation' using a 'composite descriptor' and 'bag-of-word algorithm' to capture and retrieve design knowledge from CAD models, which are digital technologies.",high,CAD model retrieval framework; local feature segmentation; composite descriptor; bag-of-word algorithm,"Data, Information, and Knowledge Systems",Conceptual Framework,"The abstract proposes a 'CAD model retrieval framework based on local feature segmentation' and describes its components (segmentation method, composite descriptor, bag-of-word algorithm) but does not mention collecting or analyzing new data from fieldwork, surveys, or case studies.",high,False
b1cff403-b7d0-4fed-9aa9-b3a8df90fa05,No,"The abstract discusses knowledge diffusion and information diffusion among firms via developer social networks, but does not explicitly discuss or strongly imply capturing or retaining knowledge from individuals or the organizational environment. It focuses on how social connections impact knowledge diffusion and strategic direction, not on retention or capture.",high,None identified,None identified,high,No,"The abstract does not mention any digital technologies used to capture or retain knowledge. It references social networks and patent citation data for analysis, but not for knowledge capture or retention.",high,None identified,None identified,Empirical Study,The abstract states: 'We construct two networks based on social connections among Blockchain developers on GitHub and Blockchain-related technology patent citation data from USPTO. This empirical study enriches social network analysis literature...' This indicates collection and analysis of primary/secondary data for statistical/generalizable analysis.,high,False
b1e6bf9f-efe5-4293-b16a-15dc2c16cd0a,Yes,"The abstract explicitly discusses knowledge management (KM) practices in the organization, stating that the study aimed to 'establish a knowledge management strategy' and that 'knowledge management enhances effective decision making'. It also identifies gaps in KM, implying a need to capture and retain knowledge.",high,Knowledge management practices and decision-making knowledge within Lafarge Africa Plc,Relational Tacit Knowledge,medium,No,"The abstract discusses knowledge management and decision support systems conceptually, but does not explicitly describe any digital technology being used to capture or retain knowledge. It mentions 'technology upgrades' as a recommendation, but not as an implemented system.",medium,None identified,None identified,Empirical Study,"The abstract states 'A mixed research method was adopted using a survey design by administering a questionnaire and conducting an interview for data collection' with a sample size of 307, indicating primary data collection and analysis.",high,False
b1f28f42-a491-406c-8cfb-0ec00c15a90c,No,"The abstract discusses using process mining to enhance transparency of blockchain data, but does not focus on capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,high,No,"Process mining is used to analyze blockchain data for transparency, not to capture or retain tacit knowledge.",high,None identified,None identified,Case Study,The abstract states: 'two popular Ethereum applications were analyzed using process mining: the prediction and betting marketplace Augur and the network marketing platform Forsage.' This indicates analysis of specific cases.,high,False
b238556b-97ca-4975-affc-ec9bb4072c8f,Yes,"The abstract discusses how AI-driven knowledge management contributes to the sustainability of startups, focusing on green knowledge management and dynamic capabilities, which implies capturing and retaining knowledge for competitive advantage.",medium,green knowledge management practices; dynamic capabilities,Collective Tacit Knowledge,medium,Yes,"The abstract explicitly discusses Big Data Analytics and Artificial Intelligence (BDA-AI) as a moderator that strengthens the effects of green knowledge management on dynamic capabilities and sustainable competitive advantage, indicating digital technologies are used to enhance knowledge processes.",high,Big Data Analytics and Artificial Intelligence (BDA-AI),Artificial Intelligence and Intelligent Computation,Conceptual Framework,"The abstract states it is based on an integrative review of the literature and proposes a conceptual model with hypotheses, but does not collect or analyze any new data.",high,False
b241cc54-016f-497a-bc7e-6a4769297adb,No,"The abstract focuses on evaluating insulator aging grade using hyperspectral detection and extreme learning machine, with no discussion of capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,high,No,"The abstract uses hyperspectral detection and machine learning for evaluation, but not for capturing or retaining tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes conducting corona aging experiments, obtaining spectral data, and building a model to evaluate aging grades with reported accuracy.",high,False
b2533b6b-5639-466f-9565-5e91a042ff3f,Yes,"The abstract discusses using Generative AI (GenAI) as a tool for 'acquiring new knowledge' and for 'ideation' in engineering design, with activities designed to help students 'gain a foundational understanding' and 'build understanding'. This implies capturing and retaining knowledge from individuals.",medium,"knowledge of engineering design process, Arduino programming, and problem definition skills",Collective Tacit Knowledge,medium,Yes,"The abstract explicitly states the use of 'Generative AI (GenAI)' tools such as 'Copilot and ChatGPT' to help students acquire knowledge and ideate, indicating digital technology is used to capture or retain knowledge.",high,Generative AI (GenAI) tools such as Copilot and ChatGPT,Artificial Intelligence and Intelligent Computation,Case Study,"The abstract describes specific activities implemented with first-year engineering students at a particular university, focusing on two team-based design challenges as specific cases.",medium,True
b256a718-c6bd-4703-937b-48302d740647,Yes,"The abstract discusses 'art-based knowledge management in preschool education' and states that the approach 'promotes children's cognitive development and knowledge creation', implying knowledge capture and retention in an educational context.",medium,Children's cognitive development and knowledge creation through art-based learning,Collective Tacit Knowledge,medium,Yes,"The abstract explicitly mentions using 'cloud computing and immersive technologies, like augmented reality (AR) and virtual reality' and 'smart wearable devices' to create interactive learning experiences that support knowledge creation.",high,cloud computing; augmented reality (AR); virtual reality; smart wearable devices; optical character recognition; 3D modeling; physically based rendering; artificial intelligence,Human–Computer Interaction and Immersive Technologies,Empirical Study,"The abstract reports 'Experimental results show that this approach significantly promotes children's cognitive development and knowledge creation' with specific quantitative metrics (e.g., '75% progress', '100%', 'Interaction frequencies varied from 0.14 to 0.20 times per minute').",high,True
b25d5440-a730-41be-ad2b-e668a266e5a2,No,"The abstract discusses teaching Optical Isomerism using an STS approach and a holographic pyramid for 3D visualization, focusing on knowledge acquisition by students, not capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,high,No,"The abstract mentions a holographic pyramid as a technological resource for teaching, but not for capturing or retaining knowledge.",high,None identified,None identified,Case Study,"The abstract describes qualitative research involving students from a specific high school in Brazil, implementing a didactic sequence and collecting questionnaire data.",high,False
b2a3a5c1-c4e9-45a1-ae7a-30096a186ac7,Yes,"The study proposes a framework for 'lossless recognition' of an education symbol set, aiming to prevent loss of knowledge (symbols) during data identification and extraction in educational digitalization.",high,None identified,None identified,low,Yes,"The study uses Support Vector Machines (SVM) and Mixture of Experts (MoE) classifiers for symbol recognition, and a probability boundary with thresholds for lossless recognition.",high,Support Vector Machines (SVM); Mixture of Experts (MoE); probability boundary with thresholds,Artificial Intelligence and Intelligent Computation,Empirical Study,"The abstract states 'Experimental results demonstrate that the proposed method effectively achieves lossless recognition', indicating data collection and analysis.",high,True
b2adb603-8cc9-4978-bc55-b18ce1ffce87,No,"The abstract discusses AI and mixed reality for enhancing learning, surgical simulation, and clinical decision-making, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environment. It focuses on using technologies for education and training, not on knowledge retention mechanisms.",high,None identified,None identified,low,No,"The abstract does not discuss digital technologies being used to capture or retain tacit knowledge; it focuses on using AI and MR for education and training, not on knowledge capture/retention.",high,None identified,None identified,Literature review,"The abstract states 'This review examines AI-powered platforms...' and discusses barriers and future roles, indicating a synthesis of existing literature without new data collection.",high,False
b2ae8463-6e0b-463a-b757-4c5e0a044c96,No,"The abstract discusses promoting STEM competences and learning biological knowledge through a design process, but does not explicitly discuss or strongly imply capturing or retaining knowledge from individuals or the organization environment. It focuses on learning outcomes and knowledge acquisition by students, not on knowledge retention from individuals or organizational context.",high,None identified,None identified,high,No,The abstract does not mention any digital technologies used to capture or retain knowledge. The study involves a design process and learning arrangement but no digital tools for knowledge capture or retention.,high,None identified,None identified,Empirical Study,"The abstract describes a quasi-experimental study with 413 pupils, longitudinal and cross-sectional analyses, and path models, indicating primary data collection and statistical analysis.",high,False
b2b6775c-5998-431e-b75a-0c56e55a2190,Yes,"The study evaluates the Farmer FIRST Programme's effectiveness in enhancing farmers' knowledge and adoption of rice-based technologies, focusing on knowledge acquisition and technology adoption by small and marginal farmers. The programme emphasizes participatory technology development and dissemination, which implies capturing and retaining knowledge from farmers.",high,"Farmers' knowledge of rice-based technologies including Pratikshya rice variety, aromatic rice (Kalajeera) cultivation and fodder cultivation practices",Relational Tacit Knowledge,medium,No,The abstract does not mention any digital technologies used to capture or retain knowledge. The study focuses on a participatory extension programme using traditional methods like structured interview schedules and statistical analysis.,high,None identified,None identified,Empirical Study,"An ex-post facto research design was employed and data were collected from 154 respondents using a structured and pre-tested interview schedule. Statistical analyses including frequency, percentage and Z-test were conducted using SPSS.",high,False
b2cbdc2b-7cde-45cf-bf28-565b487c4c60,Yes,"The abstract discusses developing a methodology for designing job roles with knowledge requirements and training needs, contributing to job role clarity as a dimension of supply chain visibility, which implies capturing and retaining knowledge about job roles.",medium,"knowledge requirements, skill sets and activities adaptable to different contexts",Relational Tacit Knowledge,medium,No,"The abstract mentions a multi-method approach including archival study and focus groups, but does not explicitly discuss using digital technologies to capture or retain tacit knowledge.",high,None identified,None identified,Conceptual Framework,The abstract states 'The developed methodology created a framework' and does not mention collecting or analyzing new data beyond the methodology development.,medium,False
b2e6c2a5-8c0c-43d3-baf8-2b6cd2a790b1,Yes,"The abstract explicitly discusses a continual learning (CL) framework for BOD forecasting that 'allows models to incrementally update with new environmental data without catastrophic forgetting, maintaining accuracy and robustness as water quality dynamics evolve' and 'supports adaptive prediction and knowledge retention'.",high,None identified,None identified,high,Yes,"The abstract describes a three-tier IoT architecture (edge, fog, cloud) with a custom LoRa-WDS node, and a hybrid CNN-BiLSTM-Attention model with PER, AER, LwF, and EWC strategies for continual learning and knowledge retention.",high,"IoT (LoRa-WDS node, edge, fog, cloud); hybrid CNN-BiLSTM-Attention model with PER, AER, LwF, and EWC strategies","Cyber-Physical Systems, IoT, and Smart Environments",Conceptual Framework,"The abstract presents a system design ('This paper presents SW3T-IoT, an innovative water monitoring system...') and describes its architecture and components, but does not mention collecting or analyzing new data from a study or experiment.",medium,False
b2f469da-7fc0-4d7e-a017-b76b2cc3352c,Yes,"The abstract explicitly discusses 'knowledge acquisition and integration' as a core challenge, and focuses on 'knowledge integration in the agricultural domain' and 'structured development of professional agricultural knowledge bases' using LLMs, which involves capturing and retaining domain knowledge.",high,Agricultural domain knowledge including precision crop management and market dynamics analysis knowledge that needs to be structured and integrated into knowledge bases,Collective Tacit Knowledge,medium,Yes,"The abstract explicitly mentions using 'large language models (LLMs)', 'vector databases', 'knowledge graphs', and 'multimodal learning' as technologies to build knowledge bases and enable knowledge services.",high,large language models (LLMs); vector databases; knowledge graphs; multimodal learning; intelligent question-answering (Q&A) system,Artificial Intelligence and Intelligent Computation,Literature review,The abstract states: 'This paper systematically explores the application potential of large language models (LLMs) in the field of agricultural intelligence' and discusses 'key technologies and practical pathways' without mentioning any new data collection or empirical analysis.,high,False
b32633b1-63c0-4b3d-8776-479b2569d334,No,"The abstract discusses using a digital 3D visualization tool (Complete Anatomy) to supplement anatomy teaching and improve knowledge acquisition, but does not discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,high,No,"The abstract mentions Complete Anatomy as a digital tool for teaching, but not for capturing or retaining tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes a cross-over design study with pre- and post-tests and a feedback questionnaire, collecting and analyzing data from 54 students.",high,False
b32cad1a-ccbe-452d-b5dc-4532d8fb750b,Yes,"The abstract explicitly discusses 'effective knowledge retention and sharing' and proposes a research agenda to study HR and KM within Industry 4.0, focusing on the human role and required competencies. This implies capturing and retaining knowledge from individuals and the organization environment.",high,"Workers' roles, required competencies for I4.0, and knowledge creation and sharing practices",Collective Tacit Knowledge,medium,No,The abstract discusses knowledge management and retention in the context of Industry 4.0 but does not specify any digital technologies used to capture or retain tacit knowledge. It proposes a research agenda and framework but does not describe actual technology implementation.,high,None identified,None identified,Literature review,The abstract states: 'A Systematic Literature Review was conducted in 80 papers relating HR and KM and I4.0 implementation'. This indicates synthesis of existing literature without new data collection.,high,False
b34b0290-8323-460b-8666-dea710628160,No,"The abstract focuses on developing AI models for compressor performance prediction and flow path generation, not on capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,high,No,"The abstract mentions AI technology for performance models, but not for capturing or retaining tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes developing models, training neural networks, and analyzing accuracy, implying data collection and analysis.",high,False
b3898efc-c427-43af-ba87-51d3a426e718,Yes,"The abstract discusses knowledge management systems for the scholarly publication cycle, focusing on 'discovery, sharing and application of knowledge' and mentions 'lessons learned databases and interactive forums that capture tacit knowledge about SPC'.",high,"experience in searching, writing, submitting, publishing and disseminating scientific publications",Collective Tacit Knowledge,high,Yes,The abstract discusses 'recommendation systems technology with content-based filtering and collaborative filtering personalization approaches' and mentions 'lessons learned databases and interactive forums' as digital means to capture tacit knowledge.,high,recommendation systems technology with content-based filtering and collaborative filtering personalization approaches; lessons learned databases; interactive forums,"Data, Information, and Knowledge Systems",Conceptual Framework,"The abstract states 'this study aims to develop a new KMS conceptual model' and 'the SLR results are compiled into a conceptual model design', indicating a proposed framework without new data collection.",high,False
b3afe3a2-bb9d-4613-a00d-b177ccab6833,No,The study assesses the content and quality of mHealth apps supporting plant-based diets. It does not discuss capturing or retaining knowledge from individuals or the organizational environment.,high,None identified,None identified,high,No,The study evaluates existing apps but does not use digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"The abstract describes a systematic search and quality assessment of apps: 'Using pre-defined search terms, Apple App and GooglePlay App stores were searched... Included apps were downloaded and assessed for quality by three dietitians/nutrition research assistants using the Mobile App Rating Scale (MARS) and the App Quality Evaluation (AQEL) scale.'",high,False
b40a898f-d44f-4e3b-9666-a2103f7c9f27,No,"The abstract examines the impact of technology integration on pharmacy students' learning outcomes, preferences, and challenges. It does not discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,low,No,"The abstract discusses technology use in education (e.g., online learning management systems, virtual labs, game-based learning, augmented reality) but not for capturing or retaining knowledge in a knowledge management context.",high,None identified,None identified,Empirical Study,"The abstract describes a cross-sectional study with 508 pharmacy students using a validated questionnaire and statistical analysis, indicating primary data collection.",high,False
b4340f09-811a-4d06-95ed-97acc722a456,No,"The abstract discusses the Edu-Metaverse ecosystem for virtual learning and enhancing engagement, but does not explicitly discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,low,No,The abstract discusses the metaverse as a virtual learning environment but does not describe using digital technologies to capture or retain knowledge.,high,None identified,None identified,Conceptual Framework,"The abstract presents the Edu-Metaverse ecosystem as a model and explores its alignment with teaching activities, but does not collect or analyze new data.",high,False
b45354d4-c9dd-4909-98de-a4ff509817b3,No,"The abstract is a systematic review of computer tools for teaching-learning in health, focusing on their use and impact, not on capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,None identified,No,The abstract does not mention any digital technologies used to capture or retain knowledge.,high,None identified,None identified,Literature review,"The abstract describes 'a systematic review was carried out using the PRISMA method', indicating a synthesis of existing literature without new data collection.",high,False
b46acc3d-50ee-4ae4-850d-20b0b7a3549c,No,"The abstract discusses the impact of technology-based education on student learning outcomes and engagement, including knowledge retention. However, it does not explicitly discuss or strongly imply capturing or retaining knowledge from individuals or the organizational environment; it focuses on educational outcomes.",high,None identified,None identified,high,No,"The abstract mentions 'technology-based education' in general but does not specify any digital technologies used to capture or retain knowledge. It discusses outcomes like knowledge retention, but not the technology used for capture.",medium,None identified,None identified,Empirical Study,"The abstract states: 'This study seeks to determine the impact of technology-based education on student learning outcomes and engagement... The results showed...' This implies collection and analysis of data, though the specific method is not detailed, it suggests an empirical approach.",medium,False
b4a8cd2e-b5c2-40f7-9313-f38b6d083189,Yes,The abstract explicitly discusses enhancing 'knowledge retention of secondary school students in biology' through the Culturo-techno-contextual approach (CTCA). It states: 'investigate the efficacy of the Culturo-techno-contextual approach (CTCA) as an intervention in enhancing the knowledge retention of secondary school students in biology'.,high,Knowledge of biology (Tissue and Supporting System) retained through CTCA,Collective Tacit Knowledge,medium,Yes,"The abstract mentions 'Culturo-techno-contextual approach' which integrates technology (techno) as a component, implying digital technology used to facilitate knowledge retention. The approach is described as an intervention.",medium,Culturo-techno-contextual approach (CTCA) (technology component),Others(*),Empirical Study,"The abstract states: 'A quasi-experimental (pre-test post-test non-equivalent group) design was employed' with '103 biology students' and uses 'Achievement Test in Tissue and Supporting System (ATTSS)', indicating collection and analysis of primary data for statistical generalization.",high,True
b50ba0f6-a115-4a95-b9d1-5f353284d6a5,Yes,"The abstract discusses 'subject-oriented computerization of the educational process' and 'technology of electronic formulas' for 'knowledge acquisition and application', implying capture and retention of knowledge.",medium,Working mathematical apparatus of probability theory for engineering activities,Somatic Tacit Knowledge,low,Yes,The abstract mentions 'special computer technologies' and 'technology of electronic formulas' as digital tools for knowledge acquisition.,medium,electronic formulas technology,Others(Educational Technology),Conceptual Framework,"The abstract outlines 'an original approach' and 'proposes' a technology, but does not mention collecting or analyzing new data.",high,False
b50bff87-7841-48ff-a13d-8c2a8941883f,Yes,"The abstract explicitly states the study aims to 'address challenges such as the acquisition of tacit knowledge, cross-departmental silos and dynamic knowledge optimization' and proposes a framework for 'dynamic knowledge optimization' and 'intelligent KM innovation model integrating explicit-tacit knowledge dynamics'.",high,tacit knowledge,Collective Tacit Knowledge,medium,Yes,The abstract explicitly states: 'This study aims to explore the innovative application of generative artificial intelligence (GenAI) in the KM of manufacturing firms' and develops a 'five-phase GenAI-enhanced KM framework'.,high,generative artificial intelligence (GenAI),Artificial Intelligence and Intelligent Computation,Conceptual Framework,"The abstract states: 'This study combines literature analysis with Chinese manufacturing case studies to develop a five-phase GenAI-enhanced KM framework... Through empirical validation, this study establishes an intelligent KM innovation model'. The primary output is a framework and model, with case studies used for validation rather than as the main data collection method.",medium,False
b54177cf-c204-4220-b961-d02977472a26,No,"The abstract is a bibliometric review and patent analysis examining the state of disruptive technologies in knowledge management. It discusses how DTs are applied to KM (knowledge acquisition, sharing, searching, transfer) but does not specifically discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,high,No,The study reviews literature and patents on DT in KM but does not itself use digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Literature review,"The abstract states it is a 'bibliometric review and patent analysis' that examines the current state of technology and DT adoption in KM through keyword co-occurrence network, patent classification analysis, and topic modeling. It synthesizes existing literature and patents without collecting new primary data.",high,False
b5a933cb-2f34-436e-8de8-5bc550e7a076,No,The abstract focuses on solar power forecasting using SSA-ELM technique within an IoT framework. It does not discuss capturing or retaining knowledge from individuals or organization environment.,high,None identified,None identified,high,No,The abstract discusses IoT and machine learning for forecasting but not for capturing or retaining tacit knowledge.,high,None identified,None identified,Empirical Study,"The abstract states: 'The SSA-ELM methodology has been successfully tested on real solar power data' and mentions performance evaluation, indicating empirical testing with data.",high,False
b5cd73c3-c9c1-4b71-898e-d256b2842dd9,No,"The abstract discusses using AI-powered mobile immersive technology for HSE induction training to improve knowledge retention and safety awareness. However, it focuses on training delivery and learning outcomes, not on capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,high,No,"The abstract describes AI-powered mobile immersive technology for training but does not discuss using digital technologies to preserve, capture, archive, transfer, or retain knowledge.",high,None identified,None identified,Conceptual Framework,The abstract states: 'This study investigates the significance and implications of adopting such technological innovations' and 'The findings underscore how AI-powered mobile immersive technology can transform HSE induction processes.' It is a conceptual review without new data collection.,high,False
b5d1e0b4-1038-4475-b6c6-90e9dcf10497,No,"The abstract discusses the use of digital tools for knowledge acquisition and communication among university students, but does not explicitly discuss or strongly imply capturing or retaining knowledge from individuals or the organizational environment. It focuses on knowledge acquisition and the need for structured educational training to facilitate KM processes, not on retention or capture.",high,None identified,None identified,high,No,"The abstract mentions digital tools for knowledge acquisition and communication, but does not specify their use for capturing or retaining tacit knowledge. The focus is on using tools for learning, not on knowledge retention or capture.",high,None identified,None identified,Empirical Study,The abstract states: 'An open survey conducted in Sweden among bachelor students enrolled in a digitalisation course revealed that digital tools are used frequently for knowledge acquisition and communication.' This indicates primary data collection via a survey for statistical analysis.,high,False
b5f6bf13-fe41-4a9f-9fad-56258c2a1447,Yes,"The abstract explicitly discusses process knowledge loss (PKL) when bots replace employees, and explores factors that mitigate or contribute to PKL, which involves capturing and retaining knowledge from individuals and the organization.",high,process knowledge (knowledge of repetitive and rule-based tasks performed by employees that is lost when bots replace them),Relational Tacit Knowledge,medium,Yes,"The abstract discusses Robotic Process Automation (RPA) as a technology that mimics human behaviour using software agents called 'bots', and its impact on process knowledge loss.",high,Robotic process automation (RPA),"Rule-Based, Decision, and Expert Systems",Conceptual Framework,We present an empirically supported conceptual model illustrating how RPA impacts PKL. The findings were further investigated using seven RPA expert interviews.,high,False
b611ad7e-f69c-4750-a374-c16a84d0fd81,No,"The study analyzes farmers' technology investment intentions using an extended Theory of Planned Behavior. It discusses knowledge acquisition as a construct influencing perceived behavioral control, but does not address capturing or retaining knowledge from individuals or the organizational environment.",high,None identified,None identified,high,No,"The study uses a survey instrument and PLS-SEM for analysis, but no digital technologies are mentioned for capturing or retaining knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes a study conducted on '270 farmers' using a 'stratified sampling design' with a 'survey instrument' and 'Partial Least Squares Structural Equation Modeling' for analysis, indicating primary data collection for statistical analysis.",high,False
b62f2da5-0ae8-4d64-afb9-007b0a399679,No,"The abstract discusses using a gamified module to enhance student learning and understanding of renal content, but does not discuss capturing or retaining knowledge from individuals or the organization environment. It focuses on knowledge acquisition by students, not knowledge retention from experts or the organization.",high,None identified,None identified,high,No,"The abstract mentions a gamified module and virtual world, but these are used for teaching and learning, not for capturing or retaining tacit knowledge from individuals or the organization.",high,None identified,None identified,Empirical Study,"The abstract describes collecting student feedback through the Gameful Experience Scale (GAMEX) and analyzing exam scores, indicating primary data collection and statistical analysis.",high,False
b635bee0-4de8-45fd-9535-eaadbee4e448,No,"The abstract discusses the use of XR in healthcare simulation for learning and skill acquisition, but does not explicitly discuss or strongly imply capturing or retaining knowledge from individuals or the organizational environment. It focuses on the application of XR for education and training, not on knowledge retention from experts or organizational knowledge bases.",high,None identified,None identified,high,No,"The abstract discusses XR technologies for simulation, but not for the purpose of capturing or retaining knowledge. It states: 'Extended reality (XR) technologies are increasingly integrated into health care simulations. XR enables immersive, interactive, and multisensory learning experiences that enhance skill acquisition, knowledge retention, and interprofessional collaboration.' This is about using XR for learning, not for capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,Literature review,"The abstract states: 'The authors in this Technology Overview synthesize evidence and provide expert discussion to explore the current state, challenges, and future directions of XR.' This indicates a synthesis of existing literature without new data collection or analysis.",high,False
