uuid,Title,tacit_knowledge_array,digital_technology_array,sector,tacit_taxonomy,digital_taxonomy,sector_taxonomy
97406004-edc7-4670-b39e-068cb5ded144,Effectiveness Of M-Learning In Enhancing Knowledge Retention For Nurses' Lifelong Learning: Quasi-Experimental Study,"[{""tacit_knowledge"": ""Nurses' knowledge retention of chronic obstructive pulmonary disease self-management"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""knowledge retention of chronic obstructive pulmonary disease self-management"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""chronic obstructive pulmonary disease self-management"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Mobile learning (m-learning)"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""Massive Open Online Course"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""virtual clinical simulation"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""gamification"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Massive Open Online Course with integrated virtual clinical simulation"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""m-learning"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""Massive Open Online Course with integrated virtual clinical simulation"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge""]","[""Mobile, Social, and Communication Technologies"", ""Data, Information, and Knowledge Systems"", ""Human–Computer Interaction and Immersive Technologies"", ""Artificial Intelligence and Intelligent Computation""]",["80"]
d393c5ca-821f-4100-bf0e-9773b8b952e1,Improvement Of English-Chinese Bilingual Learning By Integrating Semantic Analysis And Neural Machine Translation,[],[],[],[],[],[]
d5147a3d-d957-41ce-a707-d19a3ef46849,'Removing A Blindfold': Perspectives Of Physical Therapists After Completing The Peak-Portuguese E-Learning Course,"[{""tacit_knowledge"": ""Physical therapists reported reduced confidence and skills in delivering evidence-based knee osteoarthritis care, and after the course, they reported increased clinical confidence online and offline."", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""Knowledge acquisition and transmission"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""Interactive and visually appealing resource"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""Increased clinical confidence online and offline"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""Increased clinical confidence online and offline"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""PEAK-PT e-learning course"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""e-learning course"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge"",""Somatic tacit knowledge"",""Cognitive tacit knowledge""]","[""Data, Information, and Knowledge Systems"", ""Human–Computer Interaction and Immersive Technologies""]",["80"]
4c452bf6-11ed-4037-b6a5-4856a20ceeed,Ecsa: Mitigating Catastrophic Forgetting And Few-Shot Generalization In Medical Visual Question Answering,"[{""tacit_knowledge"": ""precise discrimination of 'hard negatives' that are visually similar but clinically distinct"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Medical Visual Question Answering (Med-VQA)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Evolvable Clinical-Semantic Alignment (ECSA) framework"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""BiomedCLIP"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Flan-T5"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Clinical-Semantic Disambiguation Module (CSDM)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Prompt-based Knowledge Consolidation Module (PKC)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""computer vision"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""natural language processing"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""pre-trained vision (BiomedCLIP)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""language (Flan-T5) models"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Prompt-based Knowledge Consolidation Module (PKC)"", ""digital_technology_normalized"": ""Rule-Based, Decision, and Expert Systems""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Artificial Intelligence and Intelligent Computation"", ""Imaging, Sensing, and Perception Technologies"", ""Rule-Based, Decision, and Expert Systems""]",["80"]
a02e54f2-115d-418d-bdc2-cec2f2f0a910,[Exploration And Practice Of Constructing A New Ecology Of Experimental Stomatology Practice Teaching Driven By Digital Intelligence],"[{""tacit_knowledge"": ""Students' self-directed learning skills, precision in clinical operations, and interdisciplinary diagnostic reasoning were enhanced through the digital intelligence-driven teaching system."", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""self-directed learning skills, precision in clinical operations, and interdisciplinary diagnostic reasoning"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""artificial intelligence"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""virtual simulation"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""mixed reality"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge""]","[""Artificial Intelligence and Intelligent Computation"", ""Human–Computer Interaction and Immersive Technologies""]",["82"]
83aa1998-5bd9-4567-aa65-811235367bf8,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"[{""tacit_knowledge"": ""Automated lesion annotation, structured diagnostic prompting, and workflow-contextualized feedback to optimize cognitive load distribution in radiology interpretation"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""clinical decision-making competencies"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""automated lesion annotation, structured diagnostic prompting, and workflow-contextualized feedback"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Picture Archiving and Communication Systems (PACS+AI)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""artificial intelligence (AI)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Picture Archiving and Communication Systems (PACS)"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""PACS+AI framework"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Technology Acceptance Model (TAM)"", ""digital_technology_normalized"": ""Rule-Based, Decision, and Expert Systems""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge""]","[""Artificial Intelligence and Intelligent Computation"", ""Imaging, Sensing, and Perception Technologies"", ""Rule-Based, Decision, and Expert Systems""]","[""82"", ""80""]"
d09f0e07-f594-4a95-93b5-9c1b3ba9c3eb,Creation Of The Sonntag Virtual Reality Laboratory: A Framework For Innovation In Neurosurgical Training And Global Education,"[{""tacit_knowledge"": ""Freehand pedicle screw placement, spine procedure training, and decision-making in neurosurgery"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Procedural know-how)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""skill acquisition"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""knowledge retention"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""skill acquisition and knowledge retention through high-fidelity simulations, interactive anatomic modules, and advanced spine procedure training"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""virtual reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""augmented reality (AR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""mixed reality (MR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""ultrarapid artificial intelligence-driven spine model"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""artificial intelligence-driven spine model"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""virtual reality (VR), augmented reality (AR), and mixed reality (MR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]","[""Somatic tacit knowledge"",""Somatic tacit knowledge"",""Cognitive tacit knowledge""]","[""Human–Computer Interaction and Immersive Technologies"", ""Artificial Intelligence and Intelligent Computation""]","[""82"", ""80""]"
ad856d73-0750-4103-922b-b146dd76b389,Preoperative Audiovisual Aid For Patients Undergoing Coronary Revascularization: A Randomized Clinical Trial,"[{""tacit_knowledge"": ""knowledge about the procedure improved with the audiovisual aid"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""audiovisual aid"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""audiovisual aid"", ""digital_technology_normalized"": ""Others(*)""}, {""digital_technology"": ""audiovisual aid"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Human–Computer Interaction and Immersive Technologies"", ""Others(*)"", ""Data, Information, and Knowledge Systems""]",["80"]
70082dec-e5e6-4b01-96a7-8d2d98731675,Augmented And Virtual Reality Training Versus Conventional Teaching Methods For Geriatric Oral Care Practices In Nursing Assistants: A Randomized Controlled Trial,"[{""tacit_knowledge"": ""Standard oral healthcare procedures for physical and oral conditions in older individuals, as well as the toothbrushing technique"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Procedural know-how)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""standard oral healthcare procedures for physical and oral conditions in older individuals"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Procedural know-how, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""toothbrushing technique"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Procedural know-how, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""standard oral healthcare procedures for physical and oral conditions in older individuals, as well as the toothbrushing technique"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Procedural know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Augmented reality (AR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Virtual reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Augmented reality"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""virtual reality"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Augmented reality (AR) and virtual reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""80"", ""sector_confidence"": ""high""}]","[""Somatic tacit knowledge"",""Somatic tacit knowledge""]",["Human–Computer Interaction and Immersive Technologies"],["80"]
768a5e51-fc50-42dc-bc3e-38c3a9366dfe,Educational Impact And Cost Efficiency Of Ai-Enhanced Videos In Pediatric Surgery Training: A Quasi-Experimental Study,"[{""tacit_knowledge"": ""Pediatric surgery knowledge and clinical reasoning"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""core pediatric surgery topics"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how)"", ""tacit_knowledge_confidence"": ""medium""}]","[{""digital_technology"": ""Generative artificial intelligence (AI)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""AI-enhanced lecture videos"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""generative artificial intelligence"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""generative artificial intelligence (AI)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""80"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],["Artificial Intelligence and Intelligent Computation"],"[""82"", ""80""]"
94e244a6-4137-41db-afa8-76082a7b5b94,Undergraduate Nursing Students' Perceptions Of Using Holopatient In Learning And Clinical Training: An Exploratory-Descriptive Qualitative Study,"[{""tacit_knowledge"": ""Clinical reasoning"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""clinical reasoning"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""clinical reasoning, confidence, and safe practice"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Mixed reality (MR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""HoloPatient"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Mixed reality (MR) applications"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""80"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge""]",["Human–Computer Interaction and Immersive Technologies"],"[""82"", ""80""]"
06559235-16c7-4853-95e3-d611600bac69,Effectiveness Of Al-Assisted Patient Health Education Using Voice Cloning And Chatgpt: Prospective Randomized Controlled Trial,"[{""tacit_knowledge"": ""Using patients' own cloned voices for health education delivery leveraged the self-reference effect to enhance learning outcomes"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""Using patients' own cloned voices for health education delivery leveraged the self-reference effect to enhance learning outcomes"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""physician voice cloning and patient self-voice cloning for health education"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Procedural know-how)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""use of ChatGPT for automated evaluation of education outcomes"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""voice cloning technology"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""ChatGPT"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""ChatGPT-4"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""large language models"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}]","[{""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge"",""Somatic tacit knowledge"",""Cognitive tacit knowledge""]",["Artificial Intelligence and Intelligent Computation"],["80"]
16261321-a81f-43cf-ae94-cb46bb554a64,Research On A Virtual Teacher Personalized Interaction Model Integrating Affective Computing And Multi-Agent Systems,"[{""tacit_knowledge"": ""Dynamic personality adaptation mechanisms based on Big Five psychological modeling"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""multimodal affective computing for emotion recognition"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Decision rules)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""multi-agent coordination mechanisms for decision-making"", ""tacit_knowledge_normalized"": ""Collective and relational tacit knowledge (Teamwork know-how)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""dynamic personality adaptation based on Big Five psychological modeling"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""multimodal affective computing"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""multi-agent coordination mechanisms"", ""digital_technology_normalized"": ""Distributed, Secure, and Trust Technologies""}, {""digital_technology"": ""Byzantine Fault Tolerant consensus algorithms"", ""digital_technology_normalized"": ""Distributed, Secure, and Trust Technologies""}, {""digital_technology"": ""synchronized multimodal emotion recognition"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""confidence-weighted fusion of facial, vocal, and textual data streams"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""dynamic personality adaptation mechanisms"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Big Five psychological modeling"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""multi-agent systems"", ""digital_technology_normalized"": ""Distributed, Secure, and Trust Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Cognitive tacit knowledge"",""Collective and relational tacit knowledge"",""Adaptive tacit knowledge""]","[""Human–Computer Interaction and Immersive Technologies"", ""Distributed, Secure, and Trust Technologies"", ""Imaging, Sensing, and Perception Technologies"", ""Artificial Intelligence and Intelligent Computation""]",["82"]
0de139df-102b-420a-8fd1-2c0fde228265,Smartread: A Multimodal Ereading Platform Integrating Computing And Gamification To Enhance Student Engagement And Knowledge Retention,"[{""tacit_knowledge"": ""integration of computing and multimodal technologies into personal reading practices"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Decision rules)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""gamification, adaptive content delivery, and real-time feedback mechanisms for enhancing student engagement and knowledge retention"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""SmartRead"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""gamification"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""adaptive content delivery"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""real-time feedback mechanisms"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""adaptive content delivery"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""computing and multimodal technologies"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Adaptive tacit knowledge""]","[""Human–Computer Interaction and Immersive Technologies"", ""Data, Information, and Knowledge Systems"", ""Artificial Intelligence and Intelligent Computation""]",["82"]
2a2e41fa-7d41-4a4b-a243-2a5c44db1a0e,Exploring The Impact Of Virtual Reality On Gen Z Students In Preserving The Cultural Heritage Of Karapan Sapi,"[{""tacit_knowledge"": ""Knowledge of the traditional cultural practice of Karapan Sapi (bull racing tradition of Madura, Indonesia) and its preservation through immersive VR experiences."", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""crafting immersive and interactive experiences that augment user engagement and bolster cultural conservation"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""engagement and cultural preservation through virtual reality"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Virtual Reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""virtual reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""virtual reality (VR) technology"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Somatic tacit knowledge""]",["Human–Computer Interaction and Immersive Technologies"],["82"]
beb5346e-c4b0-40d8-828e-5886f7711f2a,Developing Future Specialists' Competencies Through A Digital Reflective Learning Model At The University,"[{""tacit_knowledge"": ""Reflective thinking skills and self-regulation in learning processes for bachelor students in natural sciences."", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""systematic development of reflective skills"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""methodological training and digital competence"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""ICT-based system"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""AR and VR tools"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Electronic learning resources"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""electronic learning resources"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""blended learning"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Data, Information, and Knowledge Systems"", ""Human–Computer Interaction and Immersive Technologies""]",["82"]
